pathway	LV index	AUC	p-value	FDR
REACTOME_INTERFERON_GAMMA_SIGNALING	35	0.678150633855332	0.0166785437829707	0.06972019174392984
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	35	0.706599970135882	0.00461957342208057	0.025099294386467987
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	35	0.630250525052505	0.0189002522651033	0.07634427740791727
PID_AMB2_NEUTROPHILS_PATHWAY	35	0.712541219019253	0.0125669751994851	0.05623851764582855
PID_IL23PATHWAY	35	0.739158479706262	0.00983209794913807	0.04650841069362022
KEGG_GRAFT_VERSUS_HOST_DISEASE	35	0.766646863706124	0.0330456344307794	0.11571336601816748
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	37	0.677642459780484	8.71114980957503e-28	3.757990027850668e-25
MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	37	0.716172765844604	3.33364107019368e-20	7.989626431564185e-18
IRIS_CD4Tcell-Th1-restimulated48hour	38	0.613932402520007	0.115248094445369	0.2821681495103983
DMAP_ERY2	38	0.590786809961821	0.116007348796155	0.2833837501169947
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	38	0.835095794258098	7.67688987999147e-7	1.5053683155583274e-5
PID_FOXM1PATHWAY	38	0.827609685518533	2.82747135687565e-4	0.0026175346423951834
REACTOME_DNA_REPLICATION	38	0.720905711242038	8.83112400178137e-8	2.048251018477679e-6
REACTOME_MITOTIC_G2_G2_M_PHASES	38	0.722758296069663	4.49567014661203e-4	0.003910145365420221
PID_AURORA_B_PATHWAY	38	0.742337817129236	0.00537671654749002	0.028157374369697584
PID_PLK1_PATHWAY	38	0.795188580799046	4.47056098334844e-4	0.003904048599628577
IRIS_DendriticCell-Control	39	0.781710966379159	2.08000668345372e-14	1.7256055446960285e-12
DMAP_DENDA2	39	0.586639817024662	0.134903800492051	0.31437408831985125
SVM Dendritic cells resting	39	0.754759687034277	0.00110339716562691	0.008321775126773583
KEGG_LYSOSOME	39	0.619311293863242	0.00767096108390261	0.03786330219216918
KEGG_HEMATOPOIETIC_CELL_LINEAGE	39	0.459933052424443	0.73793775396932	0.8852790518975657
DMAP_BASO1	40	0.455105372514099	0.596920844910205	0.784618075850891
DMAP_HSC1	40	0.447542703026671	0.783674905460632	0.9157024762072499
PID_EPHBFWDPATHWAY	40	0.582132748824243	0.200506580184067	0.40045619764540047
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	40	0.615123089140361	0.138124852115428	0.3179672422763908
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	40	0.518891875746714	0.408796247145941	0.6366595704648337
PID_AR_PATHWAY	41	0.430694212406449	0.817134298582946	0.9350443936569838
DMAP_HSC1	42	0.811677155129358	3.69296521288626e-8	8.950253892354677e-7
DMAP_HSC3	42	0.980606948661818	5.18864677622953e-19	8.609162381790075e-17
BIOCARTA_FAS_PATHWAY	44	0.451686507936508	0.686775755114246	0.8513651171157637
REACTOME_MEIOTIC_SYNAPSIS	45	0.816652572584523	2.25196224182737e-17	2.862912846880627e-15
REACTOME_MEIOTIC_RECOMBINATION	45	0.811341556417653	2.28759268599548e-16	2.5970196966801317e-14
REACTOME_RNA_POL_I_PROMOTER_OPENING	45	0.908988290165724	1.82921393506296e-18	2.8182960413791467e-16
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	45	0.734612518628912	2.98081343590506e-9	8.688668353036776e-8
REACTOME_TELOMERE_MAINTENANCE	45	0.808471629953554	5.0149329003067e-20	1.0817210265961552e-17
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	45	0.694944264960739	2.12270430562746e-11	1.0901602826758169e-9
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	46	0.486396914007851	0.578176247940423	0.7726927923218664
BIOCARTA_CARM_ER_PATHWAY	46	0.513423651431691	0.442928788511877	0.6634704144584157
REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES	46	0.694424822039885	0.00240580009323713	0.015244897483458347
REACTOME_IRON_UPTAKE_AND_TRANSPORT	48	0.489108861764414	0.542793857551382	0.7535309964640091
KEGG_RIBOSOME	48	0.862595634563456	2.39358684422407e-9	7.07255729176893e-8
REACTOME_MUSCLE_CONTRACTION	48	0.625853886914516	0.0898332832390295	0.23753538845941904
MIPS_RIBOSOME_CYTOPLASMIC	48	0.91027831909259	7.20282836784764e-11	3.1009210396512827e-9
KEGG_VIBRIO_CHOLERAE_INFECTION	48	0.525391142932909	0.37955116681341	0.6109640797138249
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	48	0.365576463560335	0.956389800724648	0.9847171772063592
PID_SYNDECAN_1_PATHWAY	48	0.318817924668751	0.962944834042287	0.9847171772063592
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	48	0.779876580373269	1.09640382247151e-7	2.438085613475306e-6
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	49	0.73745359321135	0.00107187596660918	0.008112408631494742
REACTOME_MUSCLE_CONTRACTION	49	0.526781724159946	0.380323290536551	0.6115163560613426
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	49	0.812887007507261	1.06792885199688e-10	4.26578246992087e-9
KEGG_PPAR_SIGNALING_PATHWAY	49	0.790910146081016	8.60540886658171e-5	9.769403644850922e-4
KEGG_CARDIAC_MUSCLE_CONTRACTION	49	0.80673435866806	1.46981447153096e-5	2.0276709069658072e-4
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	49	0.955552717287183	1.02473631258023e-7	2.3024544023287042e-6
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM	49	0.603448275862069	0.0082488181694674	0.04034626029827932
KEGG_DILATED_CARDIOMYOPATHY	49	0.734476089609283	1.30816452548565e-4	0.0013900053603313038
SVM T cells follicular helper	50	0.695022550671086	0.00617335116321685	0.031780234985820395
PID_ERBB1_DOWNSTREAM_PATHWAY	50	0.575635625094027	0.0953626756736171	0.2487908379192787
PID_IL6_7PATHWAY	50	0.53198628094244	0.36306524529048	0.5914892251446868
PID_NFAT_TFPATHWAY	50	0.722988077496274	0.00729412391772542	0.0363358551744428
PID_ATF2_PATHWAY	50	0.603761755485893	0.101847988106682	0.25936966983012166
PID_AP1_PATHWAY	50	0.577708667191786	0.159009393627353	0.3492701242914465
PID_AVB3_OPN_PATHWAY	50	0.560602678571429	0.282910762047682	0.5080063633771694
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	51	0.51665611875036	0.405541752103203	0.6336669284038293
REACTOME_SIGNALING_BY_NOTCH1	51	0.407307711479986	0.899892513588918	0.9676311823585723
KEGG_HEDGEHOG_SIGNALING_PATHWAY	51	0.523021904336164	0.404453995019571	0.6330967106365855
PID_MET_PATHWAY	51	0.455685451638689	0.753430020497671	0.8949055915272447
PID_HDAC_CLASSI_PATHWAY	51	0.55180369368851	0.228637964151472	0.4404042067781261
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	51	0.651454238634108	0.0696676774955919	0.20155513432617062
DMAP_ERY3	52	0.564370708182628	0.0130003902126956	0.057345279527166476
REACTOME_GLUCOSE_TRANSPORT	52	0.513076274130316	0.450107850620224	0.6710071480551094
KEGG_CHRONIC_MYELOID_LEUKEMIA	52	0.435126017523862	0.820066506768027	0.937023336257016
