LV	logFC	AveExpr	t	P.Value	adj.P.Val	B
20,KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-0.01219323472734923	-1.6094378916007044e-18	-0.5737778529815918	0.5686233529640587	0.9863536020464316	-6.632839449879953
LV 21	-0.00452443125862108	2.8514517136368767e-18	-0.24012946837484297	0.8111861187605963	0.9863536020464316	-6.769054889076007
22,KEGG_PPAR_SIGNALING_PATHWAY	-0.0032975037937430516	1.474514954580286e-18	-0.25925724371734093	0.7964735050948708	0.9863536020464316	-6.76425112441525
LV 23	-0.01831597071191292	-2.804469619495838e-18	-1.3939770216520868	0.16932888939390173	0.9470929730206934	-5.837933249974228
24,PID_DELTANP63PATHWAY	-0.017876471995809357	5.33909336495084e-18	-1.3055755483674851	0.197517312935026	0.9470929730206934	-5.953922552217838
25,SVM Macrophages M1	0.01722051401056262	-4.257902865166684e-18	1.0867611086800386	0.2822184848378222	0.9470929730206934	-6.21021226252427
26,SVM Macrophages M2	-0.023138428605694705	3.6140072416183483e-19	-1.9323579142776823	0.05884158077971885	0.8416904381098914	-4.983957220805406
27,REACTOME_CELL_JUNCTION_ORGANIZATION	0.002941950409265974	1.426328191358708e-18	0.23157108515102676	0.8177916596201527	0.9863536020464316	-6.771085358733113
LV 28	0.0013516190137427423	-9.155485012099815e-19	0.13163834284620157	0.8957848781771176	0.9863536020464316	-6.789348515568476
LV 29	0.003274105595960227	-2.0334814079505906e-18	0.28969898286304885	0.7732133151052138	0.9863536020464316	-6.75584926969219
30,DMAP_ERY3	-0.007552287322124666	-3.748930178638766e-18	-0.7071028838303081	0.48269985874599886	0.9863536020464316	-6.547549190729187
31,SVM B cells naive	0.003276728663213879	-2.6020852139652105e-19	0.22995643329563964	0.8190393925676559	0.9863536020464316	-6.77146018959134
LV 32	0.07888780667548015	-7.999002694781944e-19	2.6859869248368295	0.009717797568299847	0.554594228827416	-3.401870314201375
LV 33	-0.010078324166921986	-1.7250861233324915e-18	-0.9045650068760783	0.3699211417713473	0.9863536020464316	-6.389363492783413
LV 34	-0.009957733241264534	-4.13442428441139e-18	-0.5877744907308526	0.5592602361619906	0.9863536020464316	-6.624707439660537
LV 35	-0.007469234686945891	-2.4478875716561613e-18	-0.7980212516702306	0.4285340222640328	0.9863536020464316	-6.479409802296711
LV 36	-0.01097238114766435	7.78818560568754e-19	-1.3114802528451481	0.19553050260905333	0.9470929730206934	-5.946395912164047
37,MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	-0.002270280808507944	-2.4695716151058713e-18	-0.16007913620808387	0.8734469041250271	0.9863536020464316	-6.785172761834659
38,PID_PLK1_PATHWAY	0.06240353547889755	-2.2503218424476915e-18	1.8544729518929757	0.06941920206533259	0.8784199030574776	-5.1226484322184085
39,SVM Dendritic cells resting	0.0059157333429914515	-9.830099697201907e-19	0.4335268877509693	0.6664482233952463	0.9863536020464316	-6.703613328562395
LV 40	0.03640812479601266	-7.112366251504908e-18	1.7559156380545604	0.08506708314666761	0.894689582490927	-5.290984302895918
LV 41	-0.0026769045805688403	-3.3248866622888804e-18	-0.192220269875639	0.8483279688158176	0.9863536020464316	-6.779474795640723
42,DMAP_HSC1	0.0046418447857036384	-3.0357660829594124e-18	0.3468542327357785	0.7301185550300664	0.9863536020464316	-6.737566923172457
LV 43	0.0037755269426657917	-4.698209414103852e-19	0.47380784566681883	0.6376457033358671	0.9863536020464316	-6.685285133889711
LV 44	-0.004822264424563297	-7.999002694781944e-19	-0.4098369204323946	0.6836306800802858	0.9863536020464316	-6.713638063177615
45,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.028989329297103423	-2.4816183059112657e-18	1.9756563173346797	0.053580297672192675	0.8175458035824131	-4.904726848352369
LV 46	-0.0015085925021997156	1.61907524424502e-18	-0.13976586234450228	0.8893918545426989	0.9863536020464316	-6.788238238482745
LV 47	-0.014945350711851218	9.300045301764549e-19	-1.133962830093033	0.26207736369865425	0.9470929730206934	-6.15868593343683
48,MIPS_RIBOSOME_CYTOPLASMIC	0.016939888022073683	-1.0793834961633467e-18	0.9795268830301364	0.33191307850500096	0.9684123659231009	-6.319474136491993
49,KEGG_DILATED_CARDIOMYOPATHY	-0.015958448768125563	1.1613009936400291e-18	-1.3002410818993142	0.19932529229274326	0.9470929730206934	-5.960695013251529
LV 50	0.005383655537264954	-2.5249863928106858e-18	0.2810744788058778	0.7797829679783728	0.9863536020464316	-6.758323929467575
LV 51	-0.007090035214858007	1.1516636409957136e-18	-0.811834655336435	0.42063468810160565	0.9863536020464316	-6.468354043205051
LV 52	0.010952051181563421	-1.570888481023442e-18	0.9210616661680171	0.36132617482366114	0.9863536020464316	-6.3744443387711085
LV 53	0.015038332945371578	2.968304614449203e-18	0.7038115217289173	0.48473015300293276	0.9863536020464316	-6.549864718207595
LV 54	0.015148937900691991	3.994682671068814e-18	1.6092478785278934	0.11369470458887997	0.9185804944032991	-5.526332660792442
LV 55	-0.021229920622632247	3.498359009886561e-18	-1.4343425617349557	0.1575378723978981	0.9470929730206934	-5.7826302790292035
LV 56	0.015178013640307474	1.8696464129972253e-18	0.9563529075010255	0.34337575111320395	0.9769813722456702	-6.341653124959584
57,SVM T cells CD4 memory activated	-3.6423827055153e-4	1.7299047996546493e-18	-0.016917182681500584	0.986568257996489	0.9943795940642786	-6.797928203910362
58,SVM NK cells resting	-0.02050044643493466	5.893241141998986e-18	-1.8646149172362754	0.06795658946236936	0.8784199030574776	-5.104869393319223
LV 59	0.0015670179781492348	1.2143064331837649e-18	0.16021858585881407	0.8733376176363439	0.9863536020464316	-6.785150283387579
LV 60	-0.023262197195643444	3.816391647148976e-18	-0.9069373441423144	0.36867713325071383	0.9863536020464316	-6.3872340775988725
61,DMAP_ERY5	-0.03741763262065243	-2.3418766925686897e-18	-2.918155503809692	0.005214390206479911	0.554594228827416	-2.8348075546798333
LV 62	0.011372884129062183	-4.881319114345849e-18	1.0801763747668591	0.285111929038468	0.9470929730206934	-6.217234242191735
LV 63	0.004516761235544106	1.61907524424502e-18	0.37573195305656315	0.7086642298437105	0.9863536020464316	-6.727087217257021
LV 64	0.013475751432401924	8.143562984446678e-19	1.1290465509175538	0.2641262086281187	0.9470929730206934	-6.164149898067421
LV 65	-8.57494620289323e-4	7.565321825787742e-19	-0.06554582616316763	0.9479939903317626	0.9867482955484155	-6.795909157564617
66,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.005194129226472953	2.6550906535089462e-18	0.5029824321409581	0.6171276690219007	0.9863536020464316	-6.671003394361278
LV 67	7.217990930752842e-4	-2.0780541639305503e-18	0.054652345932594326	0.9566275585834945	0.9867482955484155	-6.796568404177756
68,DMAP_ERY2	-0.00851571773742525	9.530137096147585e-18	-0.45551463528468317	0.6506597795881408	0.9863536020464316	-6.693808779228646
69,SVM Macrophages M1	-0.018688970930628764	9.444605591429282e-19	-2.1201978144953864	0.038842146626252357	0.8149641299537064	-4.6294442270737335
70,MIPS_PA700_20S_PA28_COMPLEX	-0.03208142657363733	-3.0839528461809905e-19	-1.091062310594605	0.28033956687353156	0.9470929730206934	-6.205603455706421
LV 71	-0.03198432126529306	-7.035267430350384e-18	-2.649911043732301	0.01067607937965644	0.554594228827416	-3.486850078144437
LV 72	-0.03709090639768923	-6.842520377464072e-19	-2.7082903404782677	0.009165505620781582	0.554594228827416	-3.348901658409689
LV 73	-0.0074123088741045165	-6.746146851020917e-19	-0.5665281766906007	0.5735032013834777	0.9863536020464316	-6.636975442642877
74,REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.0023269226775535696	4.9632366118225315e-18	0.15008769407955713	0.8812835233815008	0.9863536020464316	-6.7867324292726074
LV 75	-0.007760412959888343	-4.0814188448676546e-18	-0.7716795250830274	0.4438417532914406	0.9863536020464316	-6.499979643435249
LV 76	-0.007788163248442607	-3.686287386450715e-19	-0.7099077929972349	0.4809733959388569	0.9863536020464316	-6.54556753144541
LV 77	-0.011563823236188486	-3.165870343657673e-18	-1.4860845327640428	0.14337218935832755	0.9470929730206934	-5.709616234008272
LV 78	0.012163985899600153	-5.589664533703045e-19	0.9577615088799979	0.34267165952255796	0.9769813722456702	-6.3403196153835015
LV 79	0.020547178786052216	-1.0890208488076622e-18	1.4212149293474265	0.16130019644093682	0.9470929730206934	-5.800775839025044
LV 80	0.007442894294304538	4.640385298237959e-18	0.7305711150558609	0.4683620855424706	0.9863536020464316	-6.530732069234705
81,PID_INTEGRIN1_PATHWAY	0.020083050421838753	-6.375108774214766e-18	1.3211342398181594	0.19231467988351844	0.9470929730206934	-5.934021783496207
82,PID_RAC1_PATHWAY	-0.01697203091106195	9.155485012099815e-19	-1.6006542126328822	0.11558971879465826	0.9185804944032991	-5.539550433955978
LV 83	0.004519516660231686	-2.6984587404083666e-18	0.24228671949892722	0.8095232677558576	0.9863536020464316	-6.768531482408925
84,KEGG_SPLICEOSOME	-0.012756828239832792	-3.705562091739346e-18	-1.001985753754766	0.32104977973091203	0.9612504630395036	-6.297491897985349
LV 85	-0.00694344683011656	-8.673617379884036e-20	-0.5336467446755165	0.5958889430275272	0.9863536020464316	-6.655082227329146
LV 86	-0.02720623233254767	-3.0839528461809905e-19	-1.9908920152877456	0.05182768710359086	0.8175458035824131	-4.876489524636937
LV 87	0.016681337427260013	-2.168404344971009e-18	1.4109024027360115	0.16430442156649502	0.9470929730206934	-5.814922182936654
LV 88	0.00793852022245206	-2.7611015325964178e-18	0.8790591629620643	0.38346509950533614	0.9863536020464316	-6.411916163834794
LV 89	-0.004095840768742708	-8.239936510889833e-19	-0.38600856509324527	0.701085339471426	0.9863536020464316	-6.723156869068069
LV 90	0.001328353498837121	-3.214057106879251e-18	0.11057528704461525	0.9123842749059359	0.9867482955484155	-6.7919165924203355
91,KEGG_LYSOSOME	-0.010368357924197515	3.156232991013357e-19	-0.8539232582429607	0.397114382096022	0.9863536020464316	-6.433529374022156
92,REACTOME_CHROMOSOME_MAINTENANCE	0.00885058107862139	5.445104244038311e-19	0.6454171797467283	0.5215310115950235	0.9863536020464316	-6.589182043657565
LV 93	0.00972525421469725	-2.8622937353617316e-18	0.9618437147309552	0.34063653302592956	0.9769813722456702	-6.336444339265863
LV 94	-0.006099415409756887	3.6332819469069795e-18	-0.43808710763589065	0.663160896557256	0.9863536020464316	-6.701619438324213
LV 95	-0.023685890073978047	-2.1322642725548255e-18	-1.9631171383980908	0.05506070462092016	0.8234078100128515	-4.927827053530498
96,SVM NK cells activated	0.02199482403466179	-6.264279218805137e-19	1.9112905333324721	0.061557350083181625	0.8438486740569482	-5.021960105570685
97,KEGG_ARACHIDONIC_ACID_METABOLISM	0.009036013931270213	-1.2914052543382898e-18	0.8408157492169525	0.4043502362843422	0.9863536020464316	-6.4445582495430145
LV 98	-0.0025612087685922217	3.4212601887320364e-18	-0.27928165592809856	0.7811506905086685	0.9863536020464316	-6.758828991182149
LV 99	-0.006742081161500626	3.469446951953614e-18	-0.6428060903338866	0.5232104784787369	0.9863536020464316	-6.590861966001017
LV 100	5.547789111609437e-4	-1.927470528863119e-18	0.044432180642533695	0.9647322797143667	0.989803284904449	-6.7970782713997915
101,DMAP_NKA3	0.015091228892011572	1.9660199394403813e-18	1.0782613434250459	0.2859572896624808	0.9470929730206934	-6.219268787708242
102,BIOCARTA_NFAT_PATHWAY	-0.001712710793008457	1.5853445099899153e-18	-0.20249377195475418	0.8403310487141179	0.9863536020464316	-6.777434551866129
LV 103	-0.005204007102353088	-3.797116941860345e-18	-0.42531288167114045	0.6723860892113893	0.9863536020464316	-6.707152531647737
LV 104	-0.011034428092337883	-2.8912057932946785e-20	-1.209773374207416	0.23190692888947237	0.9470929730206934	-6.071582441161317
LV 105	0.007980153232543133	2.7466455036299444e-19	0.6090017443922205	0.545208784087754	0.9863536020464316	-6.612005647493022
LV 106	-0.02156076293076782	1.710630094366018e-19	-1.5658058726471076	0.12353765032994467	0.9379358528896568	-5.592493280221253
LV 107	0.01187924152094155	-6.167905692361981e-19	1.0176700704322539	0.3136066687905014	0.9612504630395036	-6.281856457031502
LV 108	-0.007803790325758183	-7.902629168338788e-19	-0.6830420165236136	0.4976511516205666	0.9863536020464316	-6.564231921232234
LV 109	0.0025669394708050194	3.960951936813709e-18	0.2694626886472764	0.788653718043689	0.9863536020464316	-6.761537973253885
110,REACTOME_MEIOSIS	0.0060045781489358055	-7.970090636848996e-18	0.3569340144012038	0.7226041438653461	0.9863536020464316	-6.734003655205462
LV 111	-0.01594317951661057	-5.859510407743882e-18	-1.100368070667002	0.2763044647196091	0.9470929730206934	-6.195572761401114
LV 112	-0.00917813993989742	4.746396177325431e-19	-1.0509861661131614	0.2981868596387387	0.9565537978650066	-6.2478714424699415
LV 113	-0.0032905187123193785	-1.811822297131332e-18	-0.28309411385921357	0.7782430535302016	0.9863536020464316	-6.7577511128976235
LV 114	0.00858136614214496	-2.2455031661255337e-18	0.8639813419990255	0.39161680752479733	0.9863536020464316	-6.424953946265169
LV 115	-0.013926960830830937	1.1396169501903191e-18	-1.4335146312508413	0.15777311380628947	0.9470929730206934	-5.783779225543426
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	0.027545726452129243	-6.832883024819757e-18	0.8168569662912327	0.41778458278023023	0.9863536020464316	-6.464288536205951
LV 117	0.01417464829181349	0	1.4408493881832733	0.1556985891439842	0.9470929730206934	-5.7735792559524635
LV 118	0.007539517944997025	1.522701717801864e-18	0.7813224344168714	0.438201084075554	0.9863536020464316	-6.492527838246477
LV 119	-0.0129428149101288	4.495825008573225e-18	-1.277563978276406	0.20715017181182618	0.9470929730206934	-5.989195314649665
LV 120	-0.021064084464942463	-1.0793834961633467e-18	-1.8320707237890168	0.07274440685721488	0.894689582490927	-5.161619614382576
LV 121	-0.025177941851465532	1.4889709835467593e-18	-3.121928692424058	0.0029491111299138747	0.4851287808708324	-2.309773786790447
LV 122	-6.765985853562762e-4	4.804220293191324e-18	-0.05914476246331904	0.9530664239474801	0.9867482955484155	-6.796311010393738
123,SVM Dendritic cells activated	0.0032692134781024114	1.1275702593849246e-18	0.2628782847137237	0.7936964761640266	0.9863536020464316	-6.7633004144695414
124,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	-0.01944280649263256	3.911560504511592e-18	-1.6136003328158395	0.11274458402854294	0.9185804944032991	-5.5196138501669765
LV 125	-0.008907853117155855	7.950815931560366e-19	-1.0362539829607786	0.30493997170229514	0.9612504630395036	-6.263028832465776
LV 126	-0.0036162948257376618	-2.6213599192538418e-18	-0.3876562081687107	0.6998730396768305	0.9863536020464316	-6.72251691160691
LV 127	-0.0038911378984640634	4.782536249741614e-18	-0.36485285753074803	0.7167199135744688	0.9863536020464316	-6.7311330639354665
LV 128	-0.00910928751074978	-7.806255641895632e-19	-0.8525623323091349	0.3978619049237566	0.9863536020464316	-6.434682193652158
LV 129	0.00468325073298617	-2.881568440650363e-18	0.477208783054645	0.6352386888827115	0.9863536020464316	-6.683663811123298
LV 130	-0.008653719516508531	-2.8478377063952582e-18	-0.8793920717028902	0.38328632993118184	0.9863536020464316	-6.411625828538652
LV 131	-0.02254756723901318	3.0839528461809905e-19	-1.351925245971242	0.18232528256476785	0.9470929730206934	-5.893989795165051
LV 132	0.012222662949890287	3.58810685638675e-18	1.1038205906286764	0.2748178235593276	0.9470929730206934	-6.1918306280445154
LV 133	-0.006903129155170511	8.517010399413907e-19	-0.48349156551116346	0.6308024831974293	0.9863536020464316	-6.680638408416536
LV 134	-0.01612386683803812	-3.874215763014869e-18	-1.7907881998280997	0.07922371933200781	0.894689582490927	-5.232346530269719
LV 135	-0.02144916597284349	-2.235865813481218e-18	-1.1842800428986633	0.24175607401492302	0.9470929730206934	-6.101468663974262
136,PID_INTEGRIN1_PATHWAY	0.014862305325383277	-2.7080960930526822e-18	0.7679357868501347	0.44604312519477196	0.9863536020464316	-6.5028483549615235
LV 137	0.006312829801380171	-2.1780416976153244e-18	0.5525846248413316	0.582945834794004	0.9863536020464316	-6.644784319773804
LV 138	0.00490556111573178	3.474265628275772e-18	0.6102285792247809	0.5444022226911834	0.9863536020464316	-6.611257967568086
LV 139	-0.0016294386730735756	1.0022846750088218e-18	-0.1322018906667745	0.8953413673360224	0.9863536020464316	-6.7892736749469575
140,REACTOME_INTERFERON_GAMMA_SIGNALING	0.018268781468570142	8.162837689735309e-18	1.112949620644178	0.2709140187087552	0.9470929730206934	-6.181882001361532
LV 141	-0.0075660405257350506	-1.9467452341517502e-18	-0.7706934395112943	0.4444209654140242	0.9863536020464316	-6.500736572584544
LV 142	0.008148915686700576	-3.792298265538186e-18	0.619101302874023	0.5385872359887869	0.9863536020464316	-6.605806460980739
LV 143	0.011926858367842933	-1.7347234759768072e-19	1.0018954516720049	0.32109297450337865	0.9612504630395036	-6.297581243072173
LV 144	-0.018005033883578	-4.746396177325431e-19	-1.6255995338641833	0.11015854316717508	0.9185804944032991	-5.501006145949762
LV 145	0.007455126743276958	3.187554387107383e-18	0.8296642512028253	0.41056979689012363	0.9863536020464316	-6.453810667363472
LV 146	-0.00860244244876997	-1.3733227518149722e-18	-0.9001407511695639	0.372248300645624	0.9863536020464316	-6.393320286459858
LV 147	0.008673135878415585	6.5533997981346044e-18	0.7575373746820027	0.452191016384078	0.9863536020464316	-6.510744813075125
LV 148	-0.0020044578425243804	-7.324388009679852e-19	-0.2151691962780018	0.8304878822865562	0.9863536020464316	-6.774771194425664
LV 149	-0.0031836194054917113	-1.1564823173178713e-18	-0.2601642011212053	0.7957776956690626	0.9863536020464316	-6.764014235801873
LV 150	0.010306627627806512	-4.03654492161756e-18	0.6983040195962373	0.4881381138918143	0.9863536020464316	-6.553715638475519
LV 151	0.008056827735284912	-9.709632789147962e-19	0.6093230358848383	0.544997497533541	0.9863536020464316	-6.611809983521386
LV 152	0.0031488796890738247	-2.573173156032264e-18	0.30098433990712464	0.7646420483045939	0.9863536020464316	-6.752498550165966
LV 153	0.0022892206154222303	-1.994931997373328e-18	0.18585236813052197	0.8532928969535242	0.9863536020464316	-6.780686175142613
LV 154	-0.008417676411632736	-1.7443608286211227e-18	-0.7992042774508058	0.42785403748694983	0.9863536020464316	-6.478470192898161
LV 155	0.010001745243161591	-9.039836780368028e-18	0.7542685348937128	0.45413380417730587	0.9863536020464316	-6.513205398785826
LV 156	-0.011495030784845494	-1.8985584709301724e-18	-1.2027945521833134	0.23457353267762748	0.9470929730206934	-6.079823597201378
LV 157	-0.002568217181060528	1.4480122348084182e-18	-0.2836789024859024	0.7777973357957266	0.9863536020464316	-6.757584489662187
LV 158	-0.01076549749983534	9.396418828207704e-19	-1.2347184152302353	0.22255665649191975	0.9470929730206934	-6.041757790413684
LV 159	0.012817060970719557	4.264528545109651e-18	1.228481031429869	0.22486819125661528	0.9470929730206934	-6.049269084694346
LV 160	0.0025550255195254216	-7.37257477290143e-19	0.28641574512771795	0.7757123550979149	0.9863536020464316	-6.756800128312251
161,REACTOME_TRNA_AMINOACYLATION	0.008388698439529432	-1.1275702593849246e-18	0.49891438208769423	0.6199707711803973	0.9863536020464316	-6.673045509760426
LV 162	-0.005433726666962844	3.835666352437607e-18	-0.3790608670142724	0.7062058940342923	0.9863536020464316	-6.725825601713063
LV 163	0.006660913184630066	1.6600339929833613e-18	0.4245161471508278	0.6729631732535479	0.9863536020464316	-6.707492248035259
LV 164	0.016608838778735466	-1.3588667228484989e-18	1.7098219192533384	0.09333693312202934	0.9031720881514015	-5.366921037526108
LV 165	0.0021529507002278447	1.638349949533651e-19	0.261717969690454	0.7945860473712485	0.9863536020464316	-6.763606488843219
166,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	-0.007357746207443198	-4.625929269271486e-19	-0.4319670971483157	0.6675741494987182	0.9863536020464316	-6.70429057126633
LV 167	0.0017699946195695326	5.721575798022115e-18	0.16885925080480557	0.8665708777608511	0.9863536020464316	-6.783719320190193
LV 168	0.016361443787925336	-2.023844055306275e-19	1.545606892912401	0.1283419419153347	0.9470929730206934	-5.622696000104472
LV 169	-0.01165244255646565	6.4461842499665936e-18	-1.0813689615622628	0.28458636016812966	0.9470929730206934	-6.2159654857913145
LV 170	-0.013173983840420664	9.637352644315594e-20	-1.5107883846169285	0.1369732760111738	0.9470929730206934	-5.673919792513393
171,KEGG_FATTY_ACID_METABOLISM	0.006227990548302385	-3.3923481307990893e-18	0.5247823827084787	0.6019932985017991	0.9863536020464316	-6.659780433522823
172,DMAP_ERY4	-0.007252641760664618	1.0408340855860842e-18	-0.6488071545944414	0.5193548289446608	0.9863536020464316	-6.586991008025259
LV 173	0.0011014584219937913	1.2143064331837649e-18	0.08917802634701141	0.9292874055176297	0.9867482955484155	-6.7940682856822425
LV 174	-0.0017501514026570905	-9.75781955236954e-19	-0.18086160084760092	0.8571882972497438	0.9863536020464316	-6.781607094331697
LV 175	-0.011629688023482954	-6.938893903907228e-18	-1.399821228170327	0.16758073413816776	0.9470929730206934	-5.830016750745088
176,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	-3.761195495961989e-4	2.238275151642297e-18	-0.03261611295058195	0.9741071933683225	0.9922020638333687	-6.79753666396241
177,SIG_CHEMOTAXIS	1.1566554461691851e-7	2.811697633979075e-18	1.0214999212647015e-5	0.999991889198778	0.999991889198778	-6.79807230566479
LV 178	-5.017808255266788e-4	-3.662194004839926e-19	-0.046643689298650495	0.9629781774327881	0.9890316973217086	-6.79697685953244
LV 179	-0.005747135121859284	2.4093381610788987e-18	-0.4438271118353479	0.6590325775265911	0.9863536020464316	-6.699080271254017
LV 180	0.006704714863394858	2.9911933269794528e-18	0.6589306193752331	0.5128849366154062	0.9863536020464316	-6.580380750201788
LV 181	0.014856643731845528	-1.1805756989286603e-19	1.378479480213681	0.1740327703641677	0.9470929730206934	-5.858777432919078
LV 182	0.0029939749246224116	-1.0793834961633467e-18	0.27376961823112017	0.7853601059161373	0.9863536020464316	-6.760361622990617
LV 183	-0.027775771667976307	-4.124786931767075e-18	-2.091705005953364	0.04142979976719653	0.8149641299537064	-4.685007201089363
LV 184	-0.01488142225265849	-6.313670651107254e-18	-1.6553464816143142	0.10395521334053229	0.9185804944032991	-5.454341444896817
LV 185	-0.014199394221808475	2.7273707983413133e-18	-0.8653897364879931	0.390850815656132	0.9863536020464316	-6.423745379088232
LV 186	0.0017250183906343931	-1.2721305490496584e-18	0.14961354151505157	0.8816557209616471	0.9863536020464316	-6.786803949515858
LV 187	-0.016305970327388553	2.2551405187698493e-18	-1.1758513115106688	0.2450781962348769	0.9470929730206934	-6.111217353405297
LV 188	-0.01688647095936138	2.2479125042866126e-18	-1.4005089953929226	0.16737592599126622	0.9470929730206934	-5.829083092397047
LV 189	0.0011011545245650217	3.026128730315097e-18	0.103702084715839	0.9178098134731383	0.9867482955484155	-6.792657990809966
LV 190	-0.012453929500647151	-4.225979134532388e-18	-1.117141012906605	0.26913483719561604	0.9470929730206934	-6.1772881712888354
LV 191	0.0071950669257857345	7.921903873627419e-18	0.7018849194421247	0.4859207946440204	0.9863536020464316	-6.551215198969264
LV 192	0.0014784737619992435	3.970589289458025e-18	0.0991725346680312	0.92138750155597815	0.9867482955484155	-6.793120594632163
LV 193	0.02041594689427072	1.3974161334257614e-19	1.983146189023205	0.052712447111712975	0.8175458035824131	-4.890868574372226
LV 194	0.00939494068560796	-1.2793585635328953e-18	1.1054208448882972	0.27413067077333175	0.9470929730206934	-6.190092347592894
LV 195	-0.02286171528049201	1.0890208488076622e-18	-2.28124165871752	0.02671350686701833	0.7893861127786669	-4.303713469178597
LV 196	-0.0097710225560303	-1.9371078815074346e-18	-1.2620372078377482	0.2126386673593574	0.9470929730206934	-6.008437957091227
197,KEGG_ERBB_SIGNALING_PATHWAY	-0.006796770325137461	6.938893903907229e-19	-0.6676101861597845	0.5073724461536819	0.9863536020464316	-6.574633208601263
LV 198	-0.0064410440696744935	-7.902629168338788e-19	-0.7302210062995207	0.46857418425075603	0.9863536020464316	-6.530986905614853
LV 199	0.0032533688943318212	3.56582047839677e-18	0.2970181665969585	0.7676510510597708	0.9863536020464316	-6.753690682319161
LV 200	-0.008732425855507	-1.1613009936400291e-18	-1.0291876913664906	0.3082159035186753	0.9612504630395036	-6.2702262974386205
201,MIPS_MEDIATOR_COMPLEX	-0.0023564922828573634	2.949029909160572e-18	-0.18538376258627448	0.8536584985358617	0.9863536020464316	-6.780773709253252
LV 202	-0.003064857145910766	-2.949029909160572e-18	-0.2936942037179433	0.7701756123785052	0.9863536020464316	-6.754677644403471
LV 203	0.0065879972111829496	6.240185837194348e-19	0.5184609893140572	0.6063641146134198	0.9863536020464316	-6.663083286936112
LV 204	-0.010259703613720675	-1.3877787807814458e-18	-1.2019083040984837	0.2349137610524853	0.9470929730206934	-6.080866928391392
