LV	Control...GPAneg	Control...GPApos	GPAneg...GPApos	AveExpr	F	P.Value	adj.P.Val
42,DMAP_HSC1	0.01342706038494082	-0.02240898086003782	-0.03583604124497864	-0.02008536961161337	6.437099816391465	0.002796132640084363	0.02262117144068251
LV 43	0.001776162465284354	0.004970383787650471	0.003194221322366117	0.021144255790412257	0.7065031269797533	0.4970668693378423	0.62737212280876
LV 44	-0.007748814725762797	0.00862297627790273	0.016371791003665526	0.030550999656525853	4.313252664300016	0.017366041890592137	0.07293737594048698
45,REACTOME_RNA_POL_I_PROMOTER_OPENING	0.004211167161155556	-0.013188834420758896	-0.017400001581914452	-0.05179132322361157	2.3720633300450653	0.10121377556758342	0.2280708534401494
LV 46	-0.009502122583583003	0.007431336341535158	0.01693345892511816	-0.02628117444059684	2.061808614932616	0.13535775301635505	0.2766006257290734
LV 47	-0.005418606393768724	-0.016244302758487653	-0.01082569636471893	-0.006877013508988163	1.8714825583783135	0.1619878707816902	0.3074654393490927
48,MIPS_RIBOSOME_CYTOPLASMIC	-0.011877721375059732	-0.028904898683996524	-0.01702717730893679	0.014711927530961762	6.4384928889585415	0.002792876318694983	0.02262117144068251
49,KEGG_DILATED_CARDIOMYOPATHY	-0.012257625303306676	-0.016231270210365325	-0.003973644907058649	-0.03054718193521721	1.9265423700285886	0.15377089295768884	0.29579320980010093
LV 50	0.0012002585235468127	-0.027706237882002525	-0.028906496405549337	-0.024985997043244782	0.6369374794844824	0.5321362344783505	0.6557034499751958
LV 51	0.00635905442334582	-0.016857156932975625	-0.023216211356321445	-0.038945350328281246	8.413565786047043	5.571749111096369e-4	0.008460486727157102
LV 52	0.001475931741629466	-0.035110773378188104	-0.03658670511981757	-0.04258295915212323	7.853106765677537	8.733477641532918e-4	0.011342029516043408
LV 53	0.0014672590916519936	-0.02152166942036065	-0.022988928512012646	-0.022201570397730325	5.415069826185664	0.006648825121762553	0.039061847590355
LV 54	-0.0022694652092968143	-0.012717711993277064	-0.01044824678398025	-0.044477192378105386	1.8022037550244845	0.17297377176975332	0.3197099489452182
LV 55	0.005673555869033113	0.02191119193753098	0.016237636068497867	0.0504524347639022	5.571024803676063	0.005816979780144197	0.03544048791976742
LV 56	0.012146404876231628	0.018867953289708108	0.0067215484134764795	0.038130836638283386	1.2207069516509337	0.3016087031619644	0.46732777083337346
57,SVM T cells CD4 memory activated	0.010119160541022944	0.017841991983218546	0.0077228314421956025	0.010058019266688721	3.7313163026193084	0.02916933725753244	0.10111582487498832
58,SVM NK cells resting	-0.002125209240867912	0.03900779144106403	0.041133000681931944	0.09501121083185801	2.626895705039961	0.07986836412085853	0.1964200856555214
LV 59	-0.00503216289722529	8.630729417427666e-4	0.005895235838968057	0.02031721483077358	0.5671775563453151	0.5698692420183492	0.6842590533723975
LV 60	0.0020777354857255195	-0.005705276588451111	-0.007783012074176631	0.011816229289654062	0.7517943306638979	0.47552264695103313	0.613517454301529
61,DMAP_ERY5	-0.009792240318344858	-0.027371227908813724	-0.017578987590468866	0.04072137236855603	3.718210982203722	0.02951479383277014	0.10150209586391681
LV 62	-0.015570285730561108	-0.024263614326097523	-0.008693328595536415	-0.0403310735026752	3.2978242137838043	0.04315548465315719	0.1306578630449882
LV 63	2.898594319275024e-4	-0.021216447431221586	-0.02150630686314909	-0.006593637077698764	5.490500031514754	0.006232179084236001	0.03750707778134715
LV 64	-0.001651385055505914	-0.01811588901885281	-0.016464503963346897	0.0362455527952171	2.995727619409025	0.056857997624975516	0.1575322862003288
LV 65	-0.0021679156161814733	-0.011611516986591398	-0.009443601370409924	-0.006079661355137688	2.2220537847711763	0.11645007979146328	0.2531634994585336
66,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.009236283937995948	-0.015138400034686597	-0.024374683972682547	-2.0719026410164084e-4	6.406878991619905	0.0028677453754851027	0.02283108250595233
LV 67	-0.006291623925625562	0.002907108684681989	0.00919873261030755	0.007385055742170128	1.4932553067897332	0.23214628667275083	0.39319643658867187
68,DMAP_ERY2	0.003476042115499803	-0.18448881551395135	-0.18796485762945114	-0.027694246252966154	35.20515095919614	3.994480726820345e-11	1.9712762386858403e-8
69,SVM Macrophages M1	-0.01689290106086408	-0.0052786115170858645	0.011614289543778213	0.014124061422795256	1.2576780052803636	0.2910515138296428	0.4603651348555407
70,MIPS_PA700_20S_PA28_COMPLEX	-0.03254743875627834	-0.018530572377960887	0.01401686637831745	0.0566076893739689	2.3849944566320076	0.10000046727252858	0.22794563787063674
LV 71	-3.741421298207072e-4	0.005865754898460092	0.006239897028280799	0.01961506400255084	0.45271856245652436	0.6378610896794545	0.7406692888395549
LV 72	-0.007422290939324179	-0.009934809627765294	-0.002512518688441115	-0.049251503088766684	0.6051634041357352	0.548992862977395	0.6650373065124016
LV 73	0.009088979820525664	0.008579521489881172	-5.094583306444918e-4	0.013837989843533991	0.7355898318749104	0.48311809067788397	0.6160354571731199
74,REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.001171714585712063	-0.004924824565625482	-0.006096539151337545	0.02415155101071464	0.366505995822866	0.6945567735538978	0.7861554306166252
LV 75	0.007246027508303445	0.01720592461624232	0.009959897107938875	-0.011941184626653688	2.914065049375464	0.06128253727660884	0.1643637616630786
LV 76	0.002640792029857262	-0.006386608416119554	-0.009027400445976816	-0.01628912576392727	1.0074357985874842	0.3707110710982452	0.531047644664685
LV 77	-0.002140418288759307	0.014679432788033995	0.016819851076793305	0.0018398039518667353	6.472242180153459	0.002715169632978356	0.022332270231246974
LV 78	-0.007443096682978094	-0.028304321195865012	-0.020861224512886918	-0.016480925330555913	4.542858385370075	0.014184164318747396	0.06457120225388015
LV 79	-1.7843927005533472e-4	-0.011435457840522762	-0.011257018570467427	-0.03304381012776268	1.350792382588592	0.2661162776448433	0.4312918982519874
LV 80	4.962222270770283e-4	-0.004706210869925663	-0.005202433097002692	0.007370171782326985	0.5279116382525137	0.5923102826583259	0.7051993353242071
81,PID_INTEGRIN1_PATHWAY	0.002173518359216223	0.018618801131771303	0.01644528277255508	0.002635190274428096	3.171593721269202	0.04841207764141123	0.14189184221750256
82,PID_RAC1_PATHWAY	0.002686951379334033	-0.02568993360497074	-0.02837688498430477	-0.01582370385195461	11.45078431595108	5.3973477746430795e-5	0.0021308729014290874
LV 83	-0.007674183542151023	0.00901206338312856	0.016686246925279584	-0.03135686513174206	0.8520753201453977	0.4311765193459076	0.5758744581791757
84,KEGG_SPLICEOSOME	0.004900247059376741	0.012959402961997856	0.008059155902621115	-0.018055491364669947	2.715716470669287	0.07356900108357599	0.18666479195241517
LV 85	-0.015807409310352107	-0.023944395677205344	-0.008136986366853238	-0.015242380590601077	8.080838215827274	7.270289376669933e-4	0.010251108021104606
LV 86	-0.006194902640367477	0.0011679859266733135	0.007362888567040791	-0.0042503208104903755	1.0585709541888124	0.3527794780047132	0.513559505590932
LV 87	-0.004988885149076551	-6.792446855240645e-4	0.004309640463552486	0.00830262312624362	0.6699911847095863	0.5151659086185174	0.6444470872071948
LV 88	-0.005459056722271892	0.006639847775735437	0.012098904498007329	-0.004220601924440569	1.7150746524920508	0.18788907330286458	0.3377896454461336
LV 89	0.007960470974274091	0.006824086502477047	-0.001136384471797044	0.008557930699166636	1.6821673342541557	0.1938616667259361	0.3441393256447823
LV 90	0.001740227948969499	0.010996914202472348	0.009256686253502849	0.006320766552188446	3.0620227594296656	0.05350879406325324	0.1521993652461987
91,KEGG_LYSOSOME	-0.017409233125226947	-0.02912240316988149	-0.011713170044654542	0.02035209967648759	6.603104398942466	0.0024343247965548528	0.02071274632930724
92,REACTOME_CHROMOSOME_MAINTENANCE	0.011720946705909823	0.018781694519418825	0.007060747813509002	-0.03591007405225881	2.775812801795533	0.06959918123149718	0.1793587255234666
LV 93	-0.007351257679321634	0.0013650067928372075	0.008716264472158841	0.02064955628359229	1.3711973029804763	0.2609524767257439	0.42695829930717366
LV 94	-0.007599510270517043	-0.015311501547835268	-0.007711991277318225	-0.043566695150857475	2.6070924444690773	0.08134709530797823	0.19839534120084573
LV 95	-0.012221888476119915	-0.00276961354362458	0.009452274932495335	-0.03876923238410661	1.0858152431293187	0.34359305612691377	0.5039024463555184
96,SVM NK cells activated	0.015720225431217306	0.0015874722352595804	-0.014132753195957727	0.003829907196514445	1.4984455052065737	0.23099661285150974	0.39292828030144694
97,KEGG_ARACHIDONIC_ACID_METABOLISM	-0.007890214390113295	-0.020849878847254442	-0.012959664457141145	0.013555108398157517	6.232211068534203	0.003320351027794314	0.02501669056819075
LV 98	2.642383404011378e-4	0.01335409734638041	0.013089859005979271	0.03432079369057018	3.730238944975217	0.029197578611318817	0.10111582487498832
LV 99	-0.0018211024855830996	-0.00938978666821649	-0.00756868418263339	-0.03369412809053482	1.2503383167260587	0.2931166659828532	0.46141331630793636
LV 100	-0.007371497532209139	-0.0023540458562016503	0.005017451676007489	-0.01711726803305995	0.8762062657922058	0.42115615478869334	0.5702073042200827
101,DMAP_NKA3	-0.015483320938814911	-0.0240877437091839	-0.008604422770368991	-0.01682813432541335	3.4967450322556597	0.036035030293455846	0.11436197716926341
102,BIOCARTA_NFAT_PATHWAY	0.008470154836579945	0.01951141046739083	0.011041255630810886	0.031555106612253934	5.380063645134708	0.006851834403465354	0.03954830734631757
LV 103	-0.0010587932338405846	-0.0074726239358507696	-0.006413830702010185	-0.022371121229528234	0.8444452111586719	0.4343957808892764	0.578608145395028
LV 104	-0.014135474305851888	-0.019204515363870384	-0.0050690410580184935	-0.010349553205117422	7.187603750683138	0.00150134849429847	0.015933666278199893
LV 105	0.00473346045535903	0.004993020442880004	2.595599875209742e-4	-0.033920794535426436	0.4297283753896275	0.6524971316011289	0.7532335308658645
LV 106	-0.005119686642702886	-0.0023103949443545845	0.0028092916983483013	-0.021211561948768432	0.2192232710483183	0.8037260815792642	0.8654127971507086
LV 107	0.0010431511777585192	-0.015251812576582336	-0.016294963754340856	0.00243097975058247	8.273038638374372	6.232817343061317e-4	0.008915638721161624
LV 108	0.00928903338340202	0.02084346086614971	0.011554427482747686	3.700449947762356e-4	4.961675087460191	0.009836752284786804	0.05026908890266888
LV 109	-0.010899989718544263	0.008848469583864677	0.01974845930240894	-0.016252811427296638	5.102082236627132	0.00870876356224827	0.04621263245128518
110,REACTOME_MEIOSIS	0.0019632452080958485	-0.018037831979620354	-0.020001077187716203	-0.055369220611670725	2.4450456859690575	0.09455927042046941	0.21959999977647837
LV 111	-0.0054814632802319	0.002668732714158418	0.008150195994390319	0.0046565678209729115	0.29643620236790286	0.7444497973099999	0.8182315700946213
LV 112	0.006334468805534607	0.01203702525967629	0.005702556454141684	0.021415719286980755	1.8853177221876556	0.15988150001123808	0.3040521011774412
LV 113	-5.005713641501562e-5	-0.018048039432814238	-0.01799798229639922	-0.005558708705029519	6.968094826881419	0.0017986539540494192	0.017576945075710664
LV 114	0.0016680123170539725	-0.011038058286703376	-0.01270607060375735	0.01151644253050087	4.134959136316434	0.020338986988404764	0.08094588773207864
LV 115	-0.00291821589264726	-0.008386873759634001	-0.005468657866986741	-0.021092624716484914	0.9637018563068904	0.386791583952011	0.5469388157029152
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.026373928484980828	0.013126409426682091	0.03950033791166292	-0.03997229740603011	2.550848403814071	0.0857026843179379	0.20581155577081436
LV 117	0.0032117986042789967	0.006612447312620916	0.003400648708341919	-0.02213273307751698	0.6376877521764577	0.5317447116438725	0.6557034499751958
LV 118	-0.022068662054958974	-0.02548040483277296	-0.003411742777813986	-0.005321506784637999	4.9449865906176775	0.009980488060232379	0.05026908890266888
LV 119	-0.0017406688988263874	0.0032104135219545703	0.004951082420780958	0.011738090289684177	0.30524947983961587	0.7379764626424044	0.8161625259400372
LV 120	-0.01000898835739041	-0.0033240968123106366	0.006684891545079775	0.002459308834965593	1.411119878304611	0.25114588219819994	0.41660669870524936
LV 121	-0.001997987648710146	0.020472645002631656	0.022470632651341804	-0.016773061769348167	7.205334936302619	0.0014796603632527819	0.015933666278199893
LV 122	0.004615837574866267	-0.018800036739093424	-0.02341587431395969	0.027845864029030228	5.610215884425952	0.005625321822432756	0.03514045973886792
123,SVM Dendritic cells activated	-0.013785857386206364	8.90560778418141e-4	0.014676418164624505	-0.04677651721018475	2.0946948302296855	0.13123471061389388	0.2709804589454253
124,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	-0.001018553942033297	-0.001766237294811429	-7.476833527781321e-4	-0.03576274347885089	0.06323780943120096	0.9387771400847745	0.9671952372272155
LV 125	7.359754010648339e-4	0.002559275225408556	0.0018232998243437222	0.010084030573555494	0.07014671560073579	0.932326590087455	0.9625589376739729
LV 126	0.0028883552699653717	0.00981054994998996	0.006922194680024588	0.028966343707580215	1.0539472748094196	0.3543634672003293	0.5143481501863603
LV 127	0.012112556817326849	0.009101710973893944	-0.003010845843432905	0.044459418683080267	2.003987401986411	0.1429336384901555	0.2873228130138156
LV 128	0.0010265295090995732	-0.01882207944550784	-0.019848608954607414	-0.03015817534902385	9.520307700984281	2.3344828574924803e-4	0.0046082691606901555
LV 129	4.7353952203568403e-4	-0.011250413892686717	-0.011723953414722401	-0.026754243951340434	1.4970813860335614	0.231298207553334	0.39292828030144694
LV 130	0.0032861650510357223	0.0020980889450756424	-0.0011880761059600798	-0.00522657650554185	0.2506047886572702	0.7790687407658073	0.8457343112534718
LV 131	-0.01315974296531698	-0.007702867645624643	0.005456875319692337	0.012340525008853574	1.8341430198549107	0.16781663896142393	0.3148954803325578
LV 132	0.012873682256997794	0.03476012003057111	0.02188643777357331	0.007414768185541682	14.918553129915214	4.531468968337962e-6	3.278379714401535e-4
LV 133	0.006287391193952548	0.004716130364776139	-0.0015712608291764095	-0.022723730699069307	0.33582789287255493	0.7159628658401944	0.8030174415730362
LV 134	-0.0016042947396944021	0.016824131043008585	0.018428425782702988	0.034239218901121776	5.0383176368760445	0.009203523621805808	0.04767716055647612
LV 135	0.01265521696113523	0.0017792273081472798	-0.010875989652987951	-0.04513417200787047	1.2908427154027404	0.28190527946151367	0.4516891409553799
136,PID_INTEGRIN1_PATHWAY	0.0046063880968030615	-0.019330321084899675	-0.023936709181702737	-0.04968331893668811	5.3805206124599625	0.006849143603697513	0.03954830734631757
LV 137	-0.013844451960450924	-0.006985272796120826	0.006859179164330098	0.025753674816398488	2.21956738785808	0.11672164355238288	0.25319618062901517
LV 138	-0.0070804547656950715	-0.006551703444858821	5.287513208362508e-4	0.014981595539987711	1.0024705824369748	0.372501530705617	0.5320680330049841
LV 139	0.01346517732576802	0.026497566320194874	0.013032388994426854	0.013763969267290892	5.985768079204266	0.004087562684625386	0.02862518051401819
140,REACTOME_INTERFERON_GAMMA_SIGNALING	-0.01688712741054252	-0.01711311014910502	-2.259827385625024e-4	-0.05503318609753622	1.5815673852819174	0.21336297728396333	0.3702987916888758
LV 141	-0.007028248053680901	-6.217953584363748e-4	0.006406452695244527	-0.0014736077771244885	1.2152977352603649	0.3031860871894896	0.46903552986837965
LV 142	-0.015489798459634923	-0.013107629695103068	0.002382168764531855	-0.029137423000389805	2.4318244191378517	0.09573046229978274	0.22179804293400365
LV 143	-0.0013063514771426213	-0.007861832682971649	-0.006555481205829028	-0.00790352796229936	1.3317654657151974	0.2710262249495739	0.4378115941493117
LV 144	0.012686998659748266	0.021562125992714502	0.008875127332966238	-0.008013988702915727	4.419806895602541	0.015806758859496037	0.06816574955712888
LV 145	-0.0027908607469442044	-0.02232504890361263	-0.019534188156668422	0.013143331401664139	11.30042752640587	6.035503236508226e-5	0.0021582037502809698
LV 146	-0.00503474736298668	0.012494614905007511	0.01752936226799419	0.012268133732973998	10.16996397371459	1.415740301182974e-4	0.003562379934738686
LV 147	0.0035224660765927236	-0.004060274202163466	-0.007582740278756189	0.026250913356562326	1.000276145974912	0.37329568257703305	0.5324318478374734
LV 148	-6.698310934451822e-4	-5.27274676245611e-4	1.4255641719957118e-4	-0.008040960311181336	0.010358720100372835	0.9896963588415675	0.9937236075041984
LV 149	0.014884108702293293	0.01680258810873439	0.0019184794064410968	-0.012055921327710151	3.5232835024158695	0.035181113332187916	0.11273947681451128
LV 150	0.004645053381031793	0.022331797270424128	0.017686743889392335	0.028014826770691552	5.838821103920238	0.0046298676698643005	0.030227048567069748
LV 151	-0.024091421135161266	-0.00667010875864156	0.017421312376519706	0.001575333805400107	5.996791829688902	0.00404961607736248	0.02862518051401819
LV 152	0.014173997902595012	0.018017051641876017	0.0038430537392810035	0.0010736072877901431	3.49122099955195	0.03621544388306397	0.11456616382238505
LV 153	0.0022961637235853795	-0.01783089837718224	-0.02012706210076762	-0.0026994973612680046	5.077435100665748	0.008896672581090989	0.046957303944047096
LV 154	-0.0010924744153302524	-0.021495499769326604	-0.02040302535399635	-0.0351691563950967	5.872148659416455	0.0045006972858884775	0.029751764437401778
LV 155	0.0034068738549801157	0.0024399373347910834	-9.669365201890323e-4	-0.024722986235326278	0.061002597624289084	0.9408738928199085	0.9683446634131905
LV 156	0.0015084599350283431	-0.0015450627239372364	-0.0030535226589655795	0.03261296873625625	0.1369274360376151	0.8722811094265652	0.9110491587344126
LV 157	3.909063769791613e-4	0.010045220348416768	0.009654313971437607	0.010842011523433445	3.292227670670176	0.04337559630845429	0.13092267142643543
LV 158	-0.005778257289883567	2.5220888695169294e-4	0.00603046617683526	0.026948478396759117	0.7998707703691597	0.45370386290749526	0.5970742835862638
LV 159	-0.008701709982866353	-0.02556468703824371	-0.016862977055377357	-0.03169093185256902	6.100497443642302	0.003709917524895099	0.02712361923756639
LV 160	-0.015914978762676165	-0.017249143062972202	-0.0013341643002960368	0.006310816440963674	4.01509912923873	0.02262827609920999	0.08690314595299713
161,REACTOME_TRNA_AMINOACYLATION	0.004858450014886037	7.486108131965208e-4	-0.004109839201689516	0.07657051393146	0.1982561875318522	0.8206473880885442	0.8747073132218068
LV 162	0.008991150100207936	-0.014462612353965933	-0.023453762454173868	-0.0402556532421541	4.474289824329677	0.015065948179592548	0.06680046041495463
LV 163	-0.034436985948867335	-0.02642654334215589	0.008010442606711445	-0.052648800363386	3.5310925298132982	0.034933836607311856	0.11273947681451128
LV 164	0.007627969334961889	0.006621325252009365	-0.0010066440829525243	-0.0033045042673822277	0.5872683394645919	0.5587277142364206	0.6733385274131223
LV 165	0.009933479953849841	0.002659936195802669	-0.007273543758047171	0.013750372149860857	2.008821678009143	0.14228382357331168	0.2866002731976707
166,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.0066291033803922705	-0.008066402798472736	-0.014695506178865007	-0.03157022545318973	0.9834959542959141	0.3794262874499194	0.5388399218893101
LV 167	0.00570220504867535	0.009974953088026001	0.004272748039350651	0.030378123470942098	1.7003749713075205	0.1905332435237777	0.34110099933267723
LV 168	8.135400962345635e-4	0.0014661389016005187	6.525988053659552e-4	0.014235031361090549	0.04344044936941624	0.9575169832547004	0.9793463859817505
LV 169	-0.00825195973844671	-0.009797236317960128	-0.001545276579513418	-0.026246663367196065	1.471897205755493	0.2369396907532381	0.3977201951929354
LV 170	-0.004897480530255631	-0.0034437188362183434	0.0014537616940372877	-0.003522823565224694	0.503537960307541	0.6066963731296435	0.7165361912216047
171,KEGG_FATTY_ACID_METABOLISM	-0.006505837850212002	-0.0077436072425993395	-0.0012377693923873376	-0.01896011649210601	0.8560543671892621	0.42950745994267037	0.5749667040274776
172,DMAP_ERY4	-0.014853934743428119	-0.037233699081658446	-0.02237976433823033	0.02990973975937284	2.9703865234969533	0.05819462641596194	0.15956285407356804
LV 173	-0.0011078881033259134	0.006520310570765844	0.007628198674091757	0.009793213159176462	1.1250245342406282	0.3308027172547694	0.4938420697570655
LV 174	-0.008718452374854076	-0.009884263910465773	-0.0011658115356116966	0.015136227318131183	3.49815795357155	0.03598903351748806	0.11436197716926341
LV 175	-0.004891021684635085	-7.95727836725978e-4	0.004095293847909107	-0.0031379028785965004	0.909826311453124	0.4075938898007128	0.5587432906018105
176,KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.002115346411910385	-0.007828706353150257	-0.009944052765060642	-0.026045234580679	1.2442628471436596	0.2948375264761685	0.46267353127122773
177,SIG_CHEMOTAXIS	-0.008558593190022449	-0.009737628718881904	-0.0011790355288594546	-0.014475524381943999	1.5745169937069616	0.21480331711597828	0.3712975026155351
LV 178	-0.012728567749475781	0.001596152211550302	0.014324719961026085	6.350346484406709e-5	2.956845866420086	0.0589220653386528	0.16109717033033327
LV 179	-0.006733397718747067	-0.00823393698751991	-0.001500539268772843	0.025473189437222116	0.6585728632654744	0.5209643092762213	0.645159063055998
LV 180	-0.00123750432327812	0.006332551031526183	0.007570055354804303	0.031973507078317566	1.0805734815847914	0.34534116322823744	0.5049655231204006
LV 181	-0.011894806819518981	-0.0025269154222344117	0.00936789139728457	-0.03427083650252757	1.2644714807524584	0.28915340794976324	0.45809697214513057
LV 182	-0.007829766743907401	0.01034557706820785	0.018175343812115254	0.01155624243805203	3.561053314541533	0.03400160918865713	0.11140818906343754
