pathway	LV index	AUC	p-value	FDR
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	6	0.973227732596254	8.1734166605906e-10	1.516309711516463e-8
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	6	0.472999254049446	0.654314740029643	0.7266188099197544
DMAP_DENDA1	7	0.52187477841594	0.400688269965709	0.5172182957088377
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_EXPRESSION	7	0.569515170804159	0.256973422938732	0.3808586819312337
PID_ERA_GENOMIC_PATHWAY	7	0.616772161087076	0.0689087824387833	0.15382956411645402
DMAP_ERY3	8	0.966515126003255	7.57450829604526e-59	4.0750854632723497e-56
DMAP_ERY4	8	0.964991032699366	5.39964996427566e-50	9.683372269267684e-48
DMAP_ERY5	8	0.966406901584654	2.97533431837213e-50	8.00364931642103e-48
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING	8	0.363330300272975	0.922242050649742	0.9361847635973735
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	8	0.671110314044317	0.0286970466373272	0.0791744158506771
REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	8	0.420289276010868	0.860879917914728	0.890679607381007
REACTOME_PI_METABOLISM	8	0.487735134704288	0.55421913721174	0.6426075340946469
KEGG_INSULIN_SIGNALING_PATHWAY	9	0.518898480207524	0.377295041250785	0.4975115985120645
REACTOME_DNA_REPAIR	9	0.651418572678415	0.0116790113469851	0.03762459942920948
KEGG_PEROXISOME	9	0.544970224912643	0.283548554930091	0.4100782864311531
REACTOME_PROTEIN_FOLDING	9	0.502251354797577	0.491069519226035	0.6045661357977273
REACTOME_TRNA_AMINOACYLATION	9	0.41459528362014	0.803222340507927	0.8457670798886284
PID_ARF6_TRAFFICKINGPATHWAY	9	0.530423701815865	0.388144931829062	0.5068494498156199
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	9	0.599724167197114	0.194154252427341	0.32339005512665464
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	9	0.63902620528358	0.0704329632784681	0.1565823729083299
PID_HDAC_CLASSI_PATHWAY	9	0.464798956641567	0.672955348164985	0.7388775047199224
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	12	0.602512174031766	0.163874376041766	0.2890636534769512
KEGG_LYSOSOME	12	0.679159035968061	0.00122231621841943	0.005434761367848375
KEGG_OXIDATIVE_PHOSPHORYLATION	12	0.633829460684584	0.0202418230575546	0.05892800037843687
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	12	0.716218070388072	0.00175273059409518	0.007543752476985656
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	12	0.569991669768349	0.224367046903902	0.3512095406312194
PID_RAC1_REG_PATHWAY	13	0.426501694452658	0.758921252552813	0.8149693290886494
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	13	0.537358610801338	0.351304087342611	0.4736882180208639
BIOCARTA_MAPK_PATHWAY	13	0.545348837209302	0.256262045083521	0.3808586819312337
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	13	0.580782719591902	0.204498585714903	0.33121264841692943
KEGG_LYSINE_DEGRADATION	13	0.681972518435991	0.0535966510524284	0.12536955767915858
SIG_BCR_SIGNALING_PATHWAY	13	0.596474972102662	0.162038419616321	0.2877117813649528
MIPS_17S_U2_SNRNP	13	0.497933227344992	0.506714008952127	0.6136826238585029
KEGG_VIBRIO_CHOLERAE_INFECTION	13	0.51472346190628	0.440239796987481	0.558606157498266
KEGG_MTOR_SIGNALING_PATHWAY	13	0.610269494498485	0.115956905565651	0.22935593821441264
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	14	0.829297435080452	2.54551207410341e-4	0.0012919674489317308
PID_ERBB1_INTERNALIZATION_PATHWAY	14	0.535776852547039	0.361991374279519	0.4808675539811882
REACTOME_NEURONAL_SYSTEM	14	0.542852647393211	0.183080853677117	0.31269047389932997
REACTOME_PEPTIDE_CHAIN_ELONGATION	15	0.848679271039519	1.92711516524388e-4	0.0010065902513603955
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	15	0.469543792719758	0.603377358668104	0.6798213661376783
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	15	0.769863798709953	1.60774288164004e-4	8.737026972952945e-4
REACTOME_PROTEIN_FOLDING	15	0.479389145680587	0.58875441458662	0.6710802437449186
MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	15	0.723689436060365	0.0426326539986826	0.10521269656555615
REACTOME_TRNA_AMINOACYLATION	15	0.39159098151689	0.880721228952561	0.9026520141499672
SIG_CHEMOTAXIS	15	0.462727975621958	0.647783210085507	0.7230443299294663
REACTOME_MYD88_MAL_CASCADE_INITIATED_ON_PLASMA_MEMBRANE	15	0.470063558190461	0.671955157775211	0.7388775047199224
REACTOME_APOPTOTIC_EXECUTION_PHASE	15	0.500278884462151	0.498833435115311	0.6071773486245188
REACTOME_3_UTR_MEDIATED_TRANSLATIONAL_REGULATION	16	0.872992817238627	8.30226328141129e-8	9.45894571555222e-7
REACTOME_PEPTIDE_CHAIN_ELONGATION	16	0.908970946238027	8.16011890623867e-7	7.440921985688821e-6
MIPS_40S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	16	0.996431403647899	9.61182480136448e-4	0.004419796361653068
MIPS_NOP56P_ASSOCIATED_PRE_RRNA_COMPLEX	16	0.732794925102617	1.71635734323732e-4	9.234002506616782e-4
MIPS_60S_RIBOSOMAL_SUBUNIT_CYTOPLASMIC	16	0.998570293884035	5.15632836847382e-6	3.963006660341307e-5
REACTOME_TRANSLATION	16	0.911528580603725	2.30663898290494e-14	1.1281561570935068e-12
IRIS_CD8Tcell-N0	17	0.690669486514759	0.0241847282677822	0.06920948834078097
IRIS_NKcell-IL15stimulated	17	0.501206025576844	0.495064606904625	0.6053289966242914
IRIS_NKcell-control	17	0.709726874745219	0.00688778278889439	0.024869980808222697
DMAP_NKA2	17	0.816602728047741	8.62614676716908e-6	6.0270999490090455e-5
DMAP_TCELLA1	17	0.905473165718741	9.31446658335347e-7	8.35197170307361e-6
DMAP_TCELLA3	17	0.910257024265645	1.83353393324165e-7	1.8970024155461687e-6
SVM T cells CD8	17	0.907522488709499	4.16646588110252e-9	7.004870762603611e-8
SVM T cells gamma delta	17	0.936150125637264	7.02849775075536e-9	1.0503699416406621e-7
SVM NK cells resting	17	0.917802848804286	2.77517411560658e-8	3.3932810777189543e-7
PID_CD8TCRDOWNSTREAMPATHWAY	17	0.713517395467603	0.00410064508302025	0.016295069838765136
IRIS_NKcell-IL15stimulated	18	0.943089245892687	5.86327314392052e-6	4.381167988096166e-5
IRIS_NKcell-IL2stimulated	18	0.993856096117963	5.17773514647371e-7	4.887055278601502e-6
IRIS_NKcell-control	18	0.670495028446855	0.0279161717444573	0.07781813677988617
DMAP_NKA2	18	0.935914855072464	8.16844123818083e-9	1.1564793121424438e-7
DMAP_NKA3	18	0.930575482225411	2.64977845261721e-6	2.2628266785842205e-5
SVM NK cells resting	18	0.962901656720536	4.76225305677941e-9	7.691137852415942e-8
SVM NK cells activated	18	0.741572060547916	8.76033533414935e-4	0.004098313399802043
KEGG_GRAFT_VERSUS_HOST_DISEASE	18	0.594334870897619	0.194042449532865	0.32339005512665464
DMAP_MEGA2	19	0.975109835600907	4.05339453485818e-8	4.740709260334132e-7
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	19	0.623704178689751	0.0357786649482134	0.09257922817670824
REACTOME_REGULATION_OF_WATER_BALANCE_BY_RENAL_AQUAPORINS	19	0.40737204985415	0.803321520117266	0.8457670798886284
KEGG_ECM_RECEPTOR_INTERACTION	19	0.567361050582527	0.200255925917144	0.32803780797775445
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2_	19	0.79744389359774	5.22380076768172e-5	3.157476196593606e-4
REACTOME_MUSCLE_CONTRACTION	19	0.729749397371174	0.0110863127205251	0.03632781225135061
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	19	0.462505975143403	0.655037402994574	0.7266188099197544
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	19	0.712880156732175	2.87256365184831e-6	2.3775988379913706e-5
PID_BMPPATHWAY	19	0.392468841156192	0.839024778100003	0.873105088235593
PID_ILK_PATHWAY	19	0.659184202136139	0.0452351069590889	0.1106203979272265
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	20	0.55380466936695	0.290968187390125	0.41412932490975457
REACTOME_MRNA_PROCESSING	20	0.552767625832717	0.140161356680846	0.2618292010218582
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	20	0.597142451960576	0.1296962730831	0.24500378063026093
REACTOME_TRNA_AMINOACYLATION	20	0.543598629700446	0.316816571760948	0.44272030027893516
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	20	0.491937194992574	0.530495690015816	0.6243190637065561
REACTOME_MRNA_3_END_PROCESSING	20	0.752160886626365	0.00842694489733795	0.028694280726378585
MIPS_SPLICEOSOME	20	0.591309966079793	0.0387999351386928	0.0975437621711062
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	21	0.533386496544391	0.353716068962847	0.4757481127550292
KEGG_OXIDATIVE_PHOSPHORYLATION	21	0.820599992861477	1.64638980095684e-7	1.764953291847874e-6
REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	21	0.683674689193497	0.0256681268146781	0.07192423034529592
KEGG_NUCLEOTIDE_EXCISION_REPAIR	21	0.67166586998088	0.0344369043462223	0.09037587579642731
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	21	0.903353609732672	7.3787557951771e-9	1.0729109777852107e-7
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	21	0.579633460640781	0.23235443715652	0.35818535011520847
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	21	0.964711720813172	8.43920807335514e-8	9.45894571555222e-7
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	21	0.798272601353151	5.2820233772012e-5	3.157476196593606e-4
MIPS_55S_RIBOSOME_MITOCHONDRIAL	21	0.921004273504273	4.65506077514838e-10	1.0435094570957618e-8
IRIS_Bcell-Memory_IgG_IgA	25	0.995952064570107	1.52076555644313e-12	4.8127757021553177e-11
IRIS_Bcell-Memory_IgM	25	0.994923249120563	1.12876773254016e-11	3.1961949479295054e-10
IRIS_Bcell-naive	25	0.993639608309692	2.83751979977461e-13	1.090418323056243e-11
DMAP_BCELLA1	25	0.932690327452461	1.32060166359172e-10	3.383255690534978e-9
SVM B cells naive	25	0.846819634040081	3.62506941580297e-6	2.910876635376116e-5
SVM B cells memory	25	0.920971982163866	2.57919829928237e-8	3.2269969418928253e-7
KEGG_PRIMARY_IMMUNODEFICIENCY	25	0.523309466984885	0.412097769456802	0.5278776189708558
KEGG_ALLOGRAFT_REJECTION	25	0.506494883622289	0.475350247383517	0.5865560392025967
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	26	0.610380600580733	0.00189220203948477	0.008079402359069891
PID_FANCONI_PATHWAY	26	0.584289356277884	0.19693470766944501	0.32542390707122826
KEGG_SPHINGOLIPID_METABOLISM	26	0.49033386327504	0.530865956860076	0.6243190637065561
KEGG_PEROXISOME	26	0.558744278753876	0.224498455770887	0.3512095406312194
PID_P53DOWNSTREAMPATHWAY	26	0.525133689839572	0.336849481207888	0.46349110202006066
KEGG_BASAL_TRANSCRIPTION_FACTORS	26	0.641081081081081	0.129569319663583	0.24500378063026093
IRIS_Neutrophil-Resting	27	0.737200570837085	3.30883884595282e-12	9.889751661792318e-11
DMAP_MONO2	27	0.735914869649179	1.76594208065427e-5	1.1446708908337315e-4
SVM Neutrophils	27	0.966115966435353	6.81225897925277e-10	1.3226199394459398e-8
PID_CASPASE_PATHWAY	27	0.609161171381975	0.099839394373719	0.20250268071887467
PID_P38ALPHABETADOWNSTREAMPATHWAY	27	0.418690589894028	0.800212840816504	0.8457670798886284
SIG_INSULIN_RECEPTOR_PATHWAY_IN_CARDIAC_MYOCYTES	27	0.553083860451106	0.266419237471316	0.39162172065455747
PID_PTP1BPATHWAY	27	0.566771204309077	0.216470407603114	0.3435430067565644
PID_IL6_7PATHWAY	27	0.685327992985812	0.0199853533190584	0.05892800037843687
PID_IL4_2PATHWAY	27	0.491612130885874	0.541424068438096	0.6332307583036861
IRIS_CD4Tcell-Th2-restimulated12hour	28	0.496622466850138	0.513439606488205	0.6168385655966684
PID_ERBB1_INTERNALIZATION_PATHWAY	28	0.512820512820513	0.449329101621037	0.5661336221829459
PID_INTEGRIN3_PATHWAY	28	0.495519855787074	0.516499396829068	0.6175037233200856
DMAP_NKA3	29	0.665909453212179	0.037636763993889	0.09596482951996342
BIOCARTA_DEATH_PATHWAY	29	0.626968973747017	0.119259510975234	0.23331497056245779
KEGG_MTOR_SIGNALING_PATHWAY	29	0.580113042399759	0.181158901796958	0.31039327760115737
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	29	0.646972111553785	0.057528012964833	0.13226526057726562
PID_IFNGPATHWAY	29	0.51164695177434	0.453546188794013	0.5701117980635023
PID_P53DOWNSTREAMPATHWAY	29	0.580719361218958	0.0757485217424505	0.1670192815468786
IRIS_NKcell-control	30	0.805728363552578	2.87491033277203e-4	0.0014455156626461234
DMAP_ERY2	30	0.652691827188472	0.0286771336543716	0.0791744158506771
DMAP_MONO1	30	0.54589749759384	0.245298628480005	0.3704087461748837
SVM NK cells resting	30	0.668060577020807	0.0183164346745113	0.05527418356393808
SVM Mast cells resting	30	0.643854581673307	0.0634615013637853	0.1434549904778004
SVM Mast cells activated	30	0.718794806436196	0.0101387932647024	0.033891673714368346
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	30	0.530496567140348	0.358730680503579	0.48006196212129154
BIOCARTA_FCER1_PATHWAY	31	0.509931062726094	0.461695618416899	0.5763161083719064
REACTOME_TRANSCRIPTION	31	0.453507208812571	0.815884160109164	0.8573157776147075
PID_TNFPATHWAY	31	0.435099601593625	0.749483041803578	0.8080598727261021
REACTOME_APOPTOTIC_EXECUTION_PHASE	31	0.482758964143426	0.570949543887171	0.6563479799386709
PID_TCPTP_PATHWAY	31	0.622296267655287	0.11791961566997	0.23238371146682735
PID_BCR_5PATHWAY	31	0.449972931738767	0.745586112804185	0.8054725475675734
IRIS_Neutrophil-Resting	33	0.663928853609687	6.17186848352776e-6	4.548582526216349e-5
ST_P38_MAPK_PATHWAY	33	0.450804012099984	0.682195029226563	0.7474967937350121
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	33	0.579594866899989	0.239014754583456	0.3663530996179468
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES	33	0.54973481835057	0.328780845076098	0.45588684188386785
PID_SHP2_PATHWAY	33	0.583829523303207	0.180072527989612	0.30951763596936505
PID_HIF2PATHWAY	33	0.638563026545859	0.129788248103391	0.24500378063026093
IRIS_Neutrophil-Resting	34	0.852589897653566	8.37112835483735e-24	9.007334109804987e-22
DMAP_MONO2	34	0.681163501770196	9.45719694885241e-4	0.004386182722829824
SVM Monocytes	34	0.633705713373763	0.0524384279954	0.12319595747390917
SVM Neutrophils	34	0.856530007839494	2.8514734158969e-6	2.3775988379913706e-5
KEGG_GLUTATHIONE_METABOLISM	34	0.353264948711534	0.931515854361757	0.9420216722680925
KEGG_BLADDER_CANCER	34	0.540696087352138	0.339961598341165	0.46657994874374176
PID_AMB2_NEUTROPHILS_PATHWAY	34	0.386563759813282	0.856566693104163	0.8879246259923692
REACTOME_METABOLISM_OF_CARBOHYDRATES	34	0.557661618628888	0.095930400726303	0.19825983514602194
PID_P53DOWNSTREAMPATHWAY	34	0.56779723097209	0.111614056909771	0.22158067386515423
REACTOME_RNA_POL_II_PRE_TRANSCRIPTION_EVENTS	35	0.421486797802587	0.801592640910858	0.8457670798886284
REACTOME_GENERIC_TRANSCRIPTION_PATHWAY	35	0.503482559635388	0.463473606800803	0.5768434742375251
KEGG_RNA_DEGRADATION	35	0.621714833147054	0.0830479065227911	0.18088977210227375
MIPS_55S_RIBOSOME_MITOCHONDRIAL	35	0.596410256410256	0.0896481243413651	0.19063514188005704
PID_TCR_PATHWAY	37	0.375990452286038	0.945541089354284	0.9526237941434548
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	37	0.527282141150231	0.391062497515192	0.5094228175863761
REACTOME_SIGNALING_BY_NOTCH	37	0.347869205485662	0.987704013173108	0.9895433130114191
PID_THROMBIN_PAR1_PATHWAY	37	0.662870340872889	0.0611512198121725	0.13940405194469835
PID_INTEGRIN_A4B1_PATHWAY	37	0.384798855143902	0.82219855186173	0.8605891457229781
BIOCARTA_RHO_PATHWAY	37	0.691938304976944	0.061897477533315703	0.14050988570853942
PID_LKB1_PATHWAY	37	0.547044295729764	0.316718654412012	0.44272030027893516
PID_HDAC_CLASSI_PATHWAY	37	0.567024705940253	0.193252082421387	0.32339005512665464
IRIS_DendriticCell-LPSstimulated	38	0.574498423975584	0.0297831629333625	0.08140311822089318
SVM Macrophages M1	38	0.710349105085947	0.00924768182807651	0.03129089826103876
PID_IL12_2PATHWAY	38	0.718948836398501	0.00335748836685816	0.013581419108042782
REACTOME_NEGATIVE_REGULATORS_OF_RIG_I_MDA5_SIGNALING	38	0.591591113938816	0.201212361462022	0.32803780797775445
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	38	0.73185697447145	4.86057039000264e-9	7.691137852415942e-8
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	38	0.562862603235274	0.267437957233813	0.39176772955883415
REACTOME_INTERFERON_GAMMA_SIGNALING	38	0.649985818620152	0.0464354601266555	0.11177564299752871
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	38	0.588863250583492	0.208318359855559	0.3355547233601519
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	38	0.600169322709163	0.145121207714872	0.26264320836385646
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION	38	0.6837934937743	0.0066803084527096	0.02444902005141337
IRIS_Neutrophil-Resting	39	0.497144283360589	0.531483515200005	0.6243190637065561
ST_B_CELL_ANTIGEN_RECEPTOR	39	0.525181983621474	0.400721298891083	0.5172182957088377
SIG_CD40PATHWAYMAP	39	0.546280093329091	0.334387394846824	0.4612831241733111
KEGG_SPHINGOLIPID_METABOLISM	39	0.589093799682035	0.226113470266732	0.3526059333434835
PID_IL8CXCR2_PATHWAY	40	0.597398981864461	0.188965180826691	0.3196958090715716
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	40	0.550487726098191	0.175361117169876	0.3043363904432042
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	40	0.834707616316125	2.33711525622026e-4	0.0012090076998524037
PID_RAC1_PATHWAY	40	0.574086484761449	0.193271018230878	0.32339005512665464
REACTOME_APOPTOTIC_EXECUTION_PHASE	40	0.632739043824701	0.0825689340623688	0.18057758750225372
REACTOME_INTERFERON_GAMMA_SIGNALING	41	0.496498971849961	0.515449726838533	0.6175037233200856
PID_AVB3_OPN_PATHWAY	41	0.753857165579768	0.0110812283845512	0.03632781225135061
PID_ANGIOPOIETINRECEPTOR_PATHWAY	41	0.681074673254702	0.0298074615046765	0.08140311822089318
MIPS_SPLICEOSOME	41	0.654298174769827	0.00228945506861746	0.009622865835282761
PID_P53DOWNSTREAMPATHWAY	41	0.613365321221888	0.0253483874575428	0.0715931717806535
IRIS_CD4Tcell-Th2-restimulated48hour	42	0.616506316554156	0.105818776771628	0.212127346662202
IRIS_MemoryTcell-RO-activated	42	0.651780967570441	0.0518491665469677	0.1223458403608273
IRIS_PlasmaCell-FromBoneMarrow	42	0.504674527539977	0.466764623733109	0.5786160543050983
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	42	0.620725306187371	0.145301488155315	0.26264320836385646
PID_ATR_PATHWAY	42	0.578070973612375	0.23023668499375	0.35610410002960774
REACTOME_DNA_REPAIR	42	0.537156069776992	0.286740386124101	0.4107323637041791
PID_AURORA_B_PATHWAY	42	0.57445453097627	0.240778431975528	0.3680079443262331
BIOCARTA_INTEGRIN_PATHWAY	43	0.754502660663119	0.00548459891140341	0.020779677565739677
REACTOME_SEMAPHORIN_INTERACTIONS	43	0.514190935222555	0.429491526526473	0.5475508086996267
MIPS_17S_U2_SNRNP	43	0.66241653418124	0.0850938728265124	0.1845413293913008
REACTOME_ACTIVATION_OF_CHAPERONE_GENES_BY_XBP1S	43	0.765525414276609	0.00227665396300159	0.009622865835282761
KEGG_SPLICEOSOME	43	0.377134231237085	0.985193845012513	0.9888699414491269
IRIS_CD4Tcell-N0	44	0.420446708048172	0.771050957404865	0.8234630212849305
IRIS_Monocyte-Day0	44	0.58189618025299	0.0344267066811873	0.09037587579642731
DMAP_NKA1	44	0.920667836443877	7.39086603687161e-7	6.855665392822287e-6
SVM Macrophages M1	44	0.664362927520822	0.0301491260862183	0.0819203526989164
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	44	0.630306091703444	0.0681905403240883	0.15286046122649796
KEGG_LYSOSOME	44	0.615317559153176	0.0197030720262289	0.05889029305617304
KEGG_ALLOGRAFT_REJECTION	44	0.656977360691374	0.0714940039055309	0.15828713621882973
KEGG_TYPE_I_DIABETES_MELLITUS	44	0.613161522961078	0.145478951844664	0.26264320836385646
KEGG_GAP_JUNCTION	44	0.6267258382643	0.0472549472804176	0.11199630677032894
PID_ATM_PATHWAY	49	0.634823417117404	0.106063673331101	0.212127346662202
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	49	0.609010011123471	0.205007085358434	0.33121264841692943
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	49	0.721687354126883	0.0200983492329339	0.05892800037843687
PID_AURORA_B_PATHWAY	49	0.628990057561486	0.0985462739269438	0.20158895578971775
MIPS_39S_RIBOSOMAL_SUBUNIT_MITOCHONDRIAL	49	0.549981389908013	0.285670240941236	0.4107323637041791
DMAP_MONO2	50	0.6331589958159	0.008390627378979	0.028694280726378585
SVM T cells CD4 memory resting	51	0.499820086358548	0.500937697529662	0.6083622602053231
BIOCARTA_IL2RB_PATHWAY	51	0.418856505813028	0.782715387414508	0.8338631256019907
PID_HDAC_CLASSI_PATHWAY	51	0.559347162754073	0.218225419818945	0.3453096348899777
IRIS_PlasmaCell-FromBoneMarrow	52	0.836149248909708	1.60264182860953e-10	3.748788277356205e-9
IRIS_PlasmaCell-FromPBMC	52	0.920743482458964	9.42783519513766e-13	3.170109584365038e-11
SVM B cells memory	52	0.524001801042862	0.383142467795015	0.5017148080022914
SVM Plasma cells	52	0.738404526617788	0.00584893260645468	0.021857342167764693
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_MITOTIC_PROTEINS	52	0.551504982713036	0.261606306328769	0.3866598703430707
REACTOME_UNFOLDED_PROTEIN_RESPONSE	52	0.771372993203979	1.26834153538117e-4	7.107997354531974e-4
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	52	0.561264716850461	0.213912284394517	0.3414979495675079
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	52	0.796808875671966	1.63738552205814e-5	1.0847488764699924e-4
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	54	0.620996653919694	0.100122143255057	0.20250268071887467
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	54	0.867111746940073	0.00105673466381648	0.00476890897238092
PID_BETACATENIN_NUC_PATHWAY	55	0.48450710363462	0.575151158778772	0.6596156777673384
KEGG_NON_SMALL_CELL_LUNG_CANCER	55	0.523324289818066	0.392917381064338	0.510602780223705
PID_NFAT_3PATHWAY	55	0.529688747007183	0.364681834968851	0.4832483428897582
KEGG_SPHINGOLIPID_METABOLISM	55	0.380953895071542	0.836826790052331	0.8725054516437095
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	0.618600313871768	0.123726164600046	0.23773098769580267
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS_	55	0.554900638020536	0.224565208135947	0.3512095406312194
PID_FOXOPATHWAY	55	0.753357643870556	0.00411919981054286	0.016295069838765136
KEGG_BASAL_TRANSCRIPTION_FACTORS	55	0.721828298887122	0.0337614985332869	0.08947628675324312
