LV	Living.donor.control...Nephrotic.syndrome	Living.donor.control...Vasculitis	Nephrotic.syndrome...Vasculitis	AveExpr	F	P.Value	adj.P.Val
LV 56	-0.016205889435051468	-0.010414140666513118	0.005791748768538352	-6.714115560647287e-17	1.509168136066152	0.22543663423088325	0.30438571543896276
57,SVM T cells CD4 memory activated	0.006298524155439944	-0.03051811313951683	-0.036816637294956774	3.2545425927645233e-17	9.09255451531803	2.1564865829158865e-4	0.0012822001550228796
58,SVM NK cells resting	-0.03735085737590867	-0.05441087865903106	-0.017060021283122388	6.317800945097675e-17	10.292236664718029	7.723792000364447e-5	5.406710221774012e-4
LV 59	0.010394412328394659	0.032612915737621144	0.022218503409226483	-4.2748542800857034e-18	5.8249617164431715	0.0038928178352520913	0.012314779498057095
LV 60	0.02025316867534639	0.049590356462118665	0.029337187786772276	1.0897199871133324e-17	8.471832513746996	3.69511604821187e-4	0.0019172105677445915
61,DMAP_ERY5	-0.025006998910210573	-0.014333911045630959	0.010673087864579614	1.2093452402069897e-17	6.666295791792499	0.00182242543849624	0.006839292425079045
LV 62	-0.009152639867565596	0.008883978217179105	0.0180366180847447	4.292278957857792e-17	3.090265065103411	0.0492848809217448	0.0916086204703618
LV 63	-0.0034429207122335277	-0.07681171702864692	-0.07336879631641338	-2.324645622327402e-17	25.384007214106056	7.375708090051635e-10	8.088693205423293e-8
LV 64	-0.01706065726719683	-0.02778538334583009	-0.010724726078633258	-3.4963583987349506e-17	5.265711163215137	0.0064832880731521695	0.017874316559221205
LV 65	0.0036433864199894132	0.017803567042938367	0.014160180622948954	2.7601657628642132e-17	1.9827280418482818	0.14236909372447848	0.211623939015151
66,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.016900703245455978	-0.017057027399941305	-0.03395773064539728	3.012823590559496e-17	8.746574321721631	2.9096331473585856e-4	0.001650464319794784
LV 67	-0.002107120471851119	-0.005043960760136553	-0.0029368402882854337	-3.7523075544538503e-17	0.18662592375104442	0.830004693070207	0.8593533867603687
68,DMAP_ERY2	-9.89920888477755e-4	-0.012153158641123714	-0.011163237752645959	-3.8531770780011626e-17	0.2857532925789087	0.7519796000962369	0.8016528356048945
69,SVM Macrophages M1	0.004442874745630666	-0.03856828587210559	-0.04301116061773626	-1.4484747416875537e-17	12.078947066996678	1.7303283256716578e-5	1.6580913179008993e-4
70,MIPS_PA700_20S_PA28_COMPLEX	-0.09254656580936099	-0.1265497277763093	-0.03400316196694829	3.032281147404995e-17	14.019025578480843	3.5585701614415542e-6	4.6830783324570854e-5
LV 71	0.004107536000390075	0.013764586824820464	0.009657050824430389	-5.2090106162004457e-17	0.5752857873831428	0.5641534711304823	0.6413914502285982
LV 72	0.018934610341287298	0.01771792290048913	-0.001216687440798168	-4.4200599281864406e-17	4.5558054533123435	0.012469899695312406	0.030616395520580462
LV 73	-0.0022577476071678946	-0.007075695055409904	-0.004817947448242009	-1.1970753629424776e-17	0.6509481006203284	0.5234605777932024	0.6014616883374747
74,REACTOME_UNFOLDED_PROTEIN_RESPONSE	-0.04079883641347454	-0.058467648852955856	-0.01766881243948132	1.6204950328042273e-17	7.130556865761563	0.0012039486622247996	0.005050960072725229
LV 75	0.0027917210103734825	0.009424471827338484	0.0066327508169650015	-6.429948107314144e-17	0.5995461712798504	0.5507665910164148	0.6277212763662834
LV 76	-0.006942309144733254	-0.017959319111755915	-0.011017009967022661	8.033260471759784e-18	5.513505399662166	0.005168877958147304	0.015366513688829487
LV 77	-0.002938317321281713	0.01777995670266806	0.020718274023949775	-7.515263523101755e-17	6.088709336111093	0.003065247503432933	0.010186529582115505
LV 78	0.022940731446927688	0.03818661415605241	0.015245882709124718	-5.49942191240192e-18	6.259289127840551	0.0026276185252877473	0.009068040155451073
LV 79	0.020896339271135343	0.02424134509888712	0.0033450058277517784	-6.287598170292722e-17	4.717228026433204	0.010739541392992366	0.02676749332041279
LV 80	-0.021752286080423906	-0.01279817665890066	0.008954109421523247	-5.990313806747812e-17	8.688595990739758	3.0598841638815067e-4	0.0017062743896898572
81,PID_INTEGRIN1_PATHWAY	-0.010273248007261435	-0.037969765116916014	-0.027696517109654577	-2.689595817887255e-17	4.281552594361488	0.016087011478778168	0.03727201955294378
82,PID_RAC1_PATHWAY	0.01955045834591372	0.018828041229965953	-7.2241711594777e-4	8.460649096002955e-18	4.859875738349997	0.009414432711867843	0.024324725357627124
LV 83	-0.01255815479909581	-0.07051529883402355	-0.05795714403492773	-2.9314116238576826e-17	24.26547224423679	1.611276988650488e-9	1.4457548979982106e-7
84,KEGG_SPLICEOSOME	-0.020273209038623962	-0.024202894751113445	-0.003929685712489484	5.684801123143861e-17	5.301658507135178	0.006273307652073832	0.017544166763575612
LV 85	-0.013927098083215588	-0.009254197022588662	0.004672901060626925	2.2643368764828958e-17	4.886159555377699	0.009189047182958987	0.023993623199948466
LV 86	0.005349317661857646	0.014816721437319776	0.00946740377546213	-2.7418698512035203e-17	3.1058650491316797	0.04856069194277877	0.09060378629021294
LV 87	-0.004449288917108623	-0.02125482074795395	-0.01680553183084533	-8.005865006151446e-17	3.810082698779562	0.02499089326154461	0.053083804378032944
LV 88	-0.02442975406019372	-0.024078811299049388	3.5094276114433064e-4	1.0915592586559418e-17	8.61050572565927	3.274819019000001e-4	0.0017854042740091025
LV 89	-0.02176464144001576	-0.01758011730611288	0.004184524133902881	4.46913943724449e-17	6.830865439636208	0.0015728259486221935	0.006135886210632826
LV 90	-0.019384748799354968	-0.048302851094115924	-0.028918102294760956	1.4049130472573326e-17	14.610186879155352	2.216576509420131e-6	3.0385569649967633e-5
91,KEGG_LYSOSOME	0.01650916710464037	-0.04340443379654201	-0.05991360090118238	-1.959647024884849e-17	11.216434376710513	3.545324644059211e-5	2.822895857073927e-4
92,REACTOME_CHROMOSOME_MAINTENANCE	0.0027455801079018633	0.023729131981096115	0.02098355187319425	-4.163529949875138e-18	3.7846351287714057	0.02559465688147332	0.05409406068953783
LV 93	-0.016769968229417932	-0.015112172859346296	0.001657795370071637	1.8103272167545908e-17	4.860684479768068	0.009407414520625311	0.024324725357627124
LV 94	0.012000501425461392	0.012010460463047127	9.959037585733927e-6	-7.980696027147317e-17	1.6274060970861859	0.2009263179652948	0.277751086599084
LV 95	-0.008508428349309496	-0.02562989554509349	-0.017121467195783995	-5.104220540154414e-17	4.444560898922776	0.013825199673530316	0.033281639214083954
96,SVM NK cells activated	0.031947217625076005	-0.0025744782785002175	-0.03452169590357622	-1.7333682232612002e-17	18.00745305020653	1.569992483763807e-7	4.427378804213935e-6
97,KEGG_ARACHIDONIC_ACID_METABOLISM	-5.67264287794163e-4	0.004716432439198418	0.00528369672699258	7.26028240503686e-18	0.10337580535594286	0.9018716586498917	0.9195736850076892
LV 98	-0.03412913841081423	-0.045179855315404624	-0.011050716904590398	6.4297060979006435e-18	20.340283535546373	2.728518505511158e-8	1.077219105975805e-6
LV 99	-0.014945110831259175	-0.004004680756671725	0.01094043007458745	6.113738607633439e-17	3.4986321096021653	0.03349391320854749	0.06732890496300688
LV 100	0.0027788821054602502	-0.010513249972875439	-0.013292132078335689	1.1106296004398386e-17	3.1034108538976035	0.048673899948560015	0.09064365896080893
101,DMAP_NKA3	0.005562975201558951	-0.0035726429486950223	-0.009135618150253974	-1.3194353224086987e-17	1.0430494304033484	0.3556855364960846	0.4449450247422503
102,BIOCARTA_NFAT_PATHWAY	1.9175571461864418e-4	-7.291252705354965e-4	-9.208809851541407e-4	4.6659414923036885e-17	0.007845949818791957	0.9921852799998724	0.995210235121823
LV 103	-0.005137942343056845	-0.005619972621453412	-4.82030278396568e-4	-3.7592774255626854e-17	0.4118541147101087	0.663393371066653	0.7340462525143346
LV 104	-8.677303057975398e-4	-0.0071281189998075	-0.00626038869400996	-2.055531154514036e-17	0.562675291163307	0.5712422329265596	0.6480644642511659
LV 105	0.0035481417496102162	-0.0017292122619318071	-0.005277354011542023	-1.2303758582402466e-18	0.36700447475300674	0.6936144615833716	0.7572980902464467
LV 106	0.010946961314784545	0.05221467168865547	0.041267710373870926	-6.63202596758767e-17	9.252818676152227	1.8780832137790877e-4	0.0011372197128834108
LV 107	-0.015053430178116755	-0.01089381623462819	0.0041596139434885646	3.9538529940176737e-17	2.589331905839621	0.07943930053048212	0.1337996409958803
LV 108	-0.009160672143058459	-0.02648892309038827	-0.01732825094732981	-5.132535641534058e-17	4.699273610305012	0.010919266415162481	0.02714689156615962
LV 109	-0.015999783108142606	-0.01742813503367478	-0.0014283519255321713	2.4653982972197166e-17	3.3782732797850246	0.03752231393508105	0.07362728400382704
110,REACTOME_MEIOSIS	-0.00265196452735012	-0.004158193534594897	-0.001506229007244777	1.9173921812875344e-17	0.12782860791287665	0.8801289675592647	0.9001940839181287
LV 111	-5.147468189770398e-4	-0.005087363495793581	-0.004572616676816542	-8.007413866397853e-17	0.26099072972682763	0.7707427565133982	0.8144786945168351
LV 112	-0.018173304775679862	-0.022340792159226967	-0.0041674873835471065	6.216931421550364e-17	7.376299369444165	9.67900578528911e-4	0.004303233653189347
LV 113	0.016043827531275295	0.04692037314823845	0.03087654561696316	1.2960088111817798e-17	17.54889108742006	2.228646384051273e-7	5.94506481367191e-6
LV 114	-0.028717519552234033	-0.026998746668542427	0.0017187728836916055	-5.994766779956235e-17	9.770064667292644	1.2048756965919946e-4	7.72215787361233e-4
LV 115	-0.01188769328135856	-0.011349912842140573	5.377804392179882e-4	-1.3707413180709592e-17	2.3436274686511114	0.10054432202045785	0.16057806769286714
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.012115166761253975	-0.02914193377421711	-0.017026767012963136	3.1236639019430584e-17	0.7582970435768992	0.4707896633949751	0.5512092500247217
LV 117	-0.020098487164996477	-0.0058349405671035085	0.014263546597892968	1.757956379672925e-18	4.351419081728844	0.015074749990240591	0.035257768342102994
LV 118	-0.015137548450921199	-0.029981610878785078	-0.014844062427863881	3.384066030870381e-17	7.243473354028455	0.0010889652954648318	0.0046934879765230956
LV 119	-0.0118053764313214	-0.024146150622686727	-0.012340774191365325	7.1894704506464e-17	4.410506480214368	0.014269355201765933	0.034018970010007185
LV 120	-0.019854266650410124	-0.005897459889274778	0.013956806761135348	1.5718995425731805e-17	4.833594883726917	0.009645418522806055	0.024599555767466606
LV 121	0.012845995975265196	0.013496475659418219	6.504796841530218e-4	-9.320266532759318e-18	3.5245661653551106	0.032685166838101895	0.06583726463103381
LV 122	0.026216099889561716	0.043375816853340535	0.017159716963778826	3.8845414979909215e-17	5.570866374140623	0.004905388044020256	0.014671569695296947
123,SVM Dendritic cells activated	0.019582024586160908	-0.019162227676234714	-0.038744252262395626	-2.5707207939754515e-17	10.4549378892568	6.729200007288037e-5	4.838545662214763e-4
124,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	-0.007909239680425059	-0.006917168327243655	9.92071353181403e-4	-1.702197410802242e-17	1.1948839485782459	0.3064666015901263	0.39249433365239117
LV 125	-0.009787514581166768	-6.637181861050582e-4	0.009123796395061709	4.4636216226166614e-17	1.54537905778372	0.2176230601740611	0.2979111794615788
LV 126	0.008623179474522558	0.011668698393664342	0.003045518919141784	-2.97032673754868e-17	1.8870196282185598	0.1561813327396627	0.22893069184167827
LV 127	-0.019558164675776132	-0.03478120618387066	-0.015223041508094526	6.9175970755191205e-18	15.273409947418369	1.309254284177396e-6	1.9579302704289243e-5
LV 128	-0.029371292731908902	-0.049714600483536944	-0.020343307751628043	-6.731056219592373e-17	11.816712933067077	2.1499759211923552e-5	1.9291147583789587e-4
LV 129	0.0022414583129564784	0.03923863443469563	0.03699717612173915	4.697112304762647e-17	12.464696401103437	1.2590654765787833e-5	1.2811315725600608e-4
LV 130	0.007989954608585776	-0.0014716473003467479	-0.009461601908932523	1.0112072931852638e-16	1.351136773781732	0.26302207663462	0.3456761513160718
LV 131	-0.015382534529741743	0.002593944988627141	0.017976479518368886	-3.732946801373752e-17	1.5108540999897804	0.22506657951742098	0.30438571543896276
LV 132	-0.004147603529519206	2.357196364675667e-4	0.004383323165986773	2.058532071241451e-18	0.35612855183247316	0.7011517102896998	0.7621549978589579
LV 133	0.017590381979160043	0.030474799239424775	0.012884417260264729	1.8373354673013282e-18	3.772967568500426	0.025876420654955854	0.054572707663336384
LV 134	-0.014281042510623527	-0.010255215077887181	0.004025827432736346	1.0285400073802219e-17	2.574297746361615	0.08059057931960059	0.13495606411289718
LV 135	0.019998441918491854	0.024377821199318934	0.0043793792808270796	-2.0561119771064387e-17	2.7338608033930534	0.0691898434256002	0.11980767624748666
136,PID_INTEGRIN1_PATHWAY	-0.05543166272324059	-0.10936732871300231	-0.053935665989761725	8.429671891074797e-18	23.959030644408593	1.999656326168534e-9	1.51820061071411e-7
LV 137	0.010290328469902184	0.04180079615938541	0.03151046768948323	2.927345865710862e-18	17.380548011917373	2.535875909228925e-7	6.150060677540316e-6
LV 138	-0.004982291553917418	-0.02744456702692375	-0.022462275473006332	5.675604765430815e-18	6.061801214957007	0.0031407659772646514	0.010367678995184652
LV 139	0.017931584484069944	0.02101864998864611	0.0030870655045761664	4.044558122197934e-17	4.928015832018669	0.008841398269106803	0.0233953353662424
140,REACTOME_INTERFERON_GAMMA_SIGNALING	-0.024617997526286083	-0.04684932094326286	-0.02223132341697677	-1.6467288532277605e-17	15.783042952409703	8.764538399272781e-7	1.5176490175582868e-5
LV 141	-0.012081953651108847	-0.020233809697624332	-0.008151856046515485	-1.2780033108172884e-17	4.813910771106555	0.009822194891323044	0.024985841128185166
LV 142	0.04042066595538161	-0.007193437265821161	-0.04761410322120277	-1.5248529125885415e-17	13.382414679115985	5.950901237039285e-6	7.076553639708162e-5
LV 143	-0.0059701107977916164	-0.03514918879690457	-0.02917907799911295	5.2278389485708415e-17	11.3272731277045	3.231502261956639e-5	2.6579106104593353e-4
LV 144	-0.015233132030437383	-0.00238506472194083	0.012848067308496552	4.9983656226889767e-17	4.434337224169332	0.013957044535393322	0.03343592950590585
LV 145	-0.00544025652343909	-0.00447436212476328	9.658943986758093e-4	6.85651389955141e-17	0.9516212361584928	0.38913156920664765	0.4747501344956257
LV 146	-0.011934167272520354	-0.008322553039521662	0.0036116142329986932	6.189051937115021e-17	2.6963646039435676	0.07171218590663421	0.12288181855876383
LV 147	-0.001187319138040178	-0.00651418228862021	-0.005326863150580031	3.7054666324706875e-17	0.8282674047598078	0.43939227880027665	0.5212502153556167
LV 148	-0.007269320092097852	-0.004120147517554618	0.0031491725745432333	-6.857772348501616e-17	0.7033116373475483	0.4970582531876029	0.5751424336414583
LV 149	-0.0031668628238623138	0.011915282740998978	0.015082145564861291	8.04632898008885e-18	2.546908022004793	0.08273184030586768	0.1377003817569838
LV 150	-0.01766486230855056	-0.014813550835420306	0.0028513114731302538	-3.303718905587973e-17	4.371414681988464	0.014797147093757346	0.0346906987685
LV 151	-0.0257138950732592	-0.04160515895355686	-0.015891263880297657	2.9930756224177957e-17	12.604045716104674	1.1229354282664021e-5	1.1902599765007615e-4
LV 152	-0.016851011070281724	-0.018958241276781078	-0.0021072302064993505	3.88628396576813e-17	4.041639242696025	0.0201206038281594	0.043838931519632064
LV 153	-0.007375373569994594	-0.01585446322714934	-0.008479089657154744	-2.06424349340008e-17	2.0609069883877846	0.13201265054687883	0.19923010105469327
LV 154	0.0044023834642181936	0.013807642101161442	0.00940525863694325	-4.680171645817561e-17	1.0672635023396324	0.3473277924303757	0.4361482584335634
LV 155	0.015126797822871038	0.0384834515531563	0.023356653730285264	4.206220410416755e-17	7.999955692856447	5.583445878774149e-4	0.0027281490506683593
LV 156	0.020249101000189368	0.004195361300944634	-0.016053739699244732	4.582109431466863e-17	6.878999254526399	0.0015066129765334904	0.00592441038979504
LV 157	-0.007615301138137383	-0.001855436788076494	0.005759864350060889	-3.260060407392351e-17	1.361193286020777	0.2604505518935316	0.3428924277191308
LV 158	-0.00191242750721188	-4.626464284634476e-4	0.0014497810787484325	4.0689526710788576e-17	0.06181683032778862	0.9400862540651207	0.9526336065321089
LV 159	0.0011772255871129091	0.017256316273840777	0.016079090686727866	7.254958197939832e-17	4.371781731077503	0.014792100180042338	0.0346906987685
LV 160	0.0034490645261293527	0.005918067425034505	0.0024690028989051522	3.213546198117415e-17	0.3685395953205724	0.6925572487151954	0.7572980902464467
161,REACTOME_TRNA_AMINOACYLATION	0.013447794324327807	-0.015525005712754461	-0.028972800037082268	5.0419273171191975e-17	3.6844933521527543	0.028118338005952825	0.05830420086528454
LV 162	0.017232270618500654	0.03608283862771634	0.01885056800921569	-7.899187256680104e-18	4.052527678501957	0.019916956109996026	0.043644608906987514
LV 163	-0.06717883991434968	-0.14043319804980609	-0.07325435813545639	7.13637358532423e-18	25.853430150965032	5.330171440439808e-10	6.576099014642613e-8
LV 164	-0.0053988351295712845	-0.003601299385851169	0.0017975357437201157	2.994334071368002e-17	0.25357754589023673	0.7764520217403739	0.8178144795761327
LV 165	0.0032056757100701236	0.011606161073898596	0.008400485363828472	-8.325123824442266e-19	1.4286948755769566	0.24383923565135043	0.32611019727355406
166,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	0.07781166786322048	0.18121397170904663	0.10340230384582616	-1.4683195135946544e-17	21.75325826270482	9.696435769538134e-9	5.173191886676779e-7
LV 167	-0.0035808859380403748	-0.006820913977387021	-0.003240028039346646	-1.2534151544055636e-17	0.6148884303263084	0.5424679829941927	0.6218535414811477
LV 168	-0.006718210112249578	-0.0296268404161392	-0.022908630303889625	1.986413266018085e-17	9.642894294023375	1.343382640625234e-4	8.445341823548446e-4
LV 169	-0.013305830127224165	-0.03331249783031838	-0.020006667703094217	-5.956916507684643e-17	9.341824226302267	1.7395511908882056e-4	0.0010610899177608249
LV 170	-0.0019128188361222616	0.012409731503709163	0.014322550339831425	1.315950386854281e-17	1.8196973639693284	0.1667072386902952	0.24090782516445294
171,KEGG_FATTY_ACID_METABOLISM	-0.01329554405460226	-0.010371182774312773	0.0029243612802894864	8.689105982348114e-18	2.0441678106534784	0.13416365860587645	0.20185904122560985
172,DMAP_ERY4	-0.012151413877994415	-0.002891794403806737	0.009259619474187679	3.690546752128337e-17	1.8117951631647555	0.16798919760146794	0.24240546496001295
LV 173	0.014384682037339473	0.03378833565956102	0.01940365362222155	-6.400664968280496e-18	7.58635973531379	8.037098602198479e-4	0.0036906704156644075
LV 174	-0.0010142221174787426	-0.012005220061453744	-0.010990997943975001	2.811181347230272e-18	1.732931795417532	0.18134593863997903	0.2570384309417768
