LV	G3...G4	G3...SHH	G3...WNT	G4...SHH	G4...WNT	SHH...G4	SHH...WNT	AveExpr	F	P.Value	adj.P.Val
48,MIPS_RIBOSOME_CYTOPLASMIC	0.03826761568620419	-0.025956918347061327	-0.04761913346626361	-0.06422453403326552	-0.0858867491524678	0.06422453403326552	-0.021662215119202285	-8.644870048756472e-4	10.988649181541842	5.193109462751988e-6	2.669582833195944e-5
49,KEGG_DILATED_CARDIOMYOPATHY	-0.026581903178038525	-0.020335015169213398	-0.03775757965243745	0.006246888008825125	-0.011175676474398929	-0.006246888008825125	-0.017422564483224053	-0.00528228260214955	6.631534721031981	5.173952412874203e-4	0.0014145958536030023
LV 50	0.04019121214625073	-0.04119296466198778	0.053804734089714396	-0.0813841768082385	0.013613521943463668	0.0813841768082385	0.09499769875170218	-0.004156176742954979	3.3873259988893407	0.022670771916416418	0.035293457226345436
LV 51	0.003642927310520603	0.015704953836999092	0.03114698594311047	0.01206202652647849	0.027504058632589867	-0.01206202652647849	0.015442032106111378	0.0012622430189981166	2.398192848219543	0.07514019226349623	0.10049237095402545
LV 52	0.0013324669551577108	0.04337674843545474	0.07845500106754381	0.042044281480297034	0.0771225341123861	-0.042044281480297034	0.035078252632089066	-5.55088437674829e-4	17.77611197332681	1.0453892981420024e-8	1.7488122665528074e-7
LV 53	0.006857196566772994	-0.06950320116714198	0.00891785267176224	-0.07636039773391498	0.0020606561049892457	0.07636039773391498	0.07842105383890423	-0.002547634965199431	3.7389729368525932	0.01485545936493148	0.02435604384250394
LV 54	0.020305041555522266	-0.020030432722338804	0.006705523506634788	-0.04033547427786107	-0.01359951804888748	0.04033547427786107	0.026735956228973592	-0.0034090635008877006	6.037931244213378	0.0010106770413711198	0.002493845599583238
LV 55	-0.004823033733671323	-0.0037294487244889877	-0.027252129931732063	0.001093585009182336	-0.02242909619806074	-0.001093585009182336	-0.023522681207243077	0.0013137889608594328	1.1593923322334616	0.3313777597766957	0.3666702341923752
LV 56	0.012528529709528329	0.012622225948377796	0.03967716184784305	9.369623884946678e-5	0.02714863213831472	-9.369623884946678e-5	0.027054935899465254	0.0010987382030456074	1.9902932075235231	0.12320028676039185	0.15469041546454604
57,SVM T cells CD4 memory activated	-0.028937595377117535	0.0010276825647384472	-0.0012150502319661707	0.02996527794185598	0.027722545145151364	-0.02996527794185598	-0.002242732796704618	2.9399550179556654e-4	2.147469747166688	0.10185302187963696	0.13089704765000218
58,SVM NK cells resting	0.01867885923985697	0.02777299637315314	0.04428125241851942	0.00909413713329617	0.025602393178662454	-0.00909413713329617	0.016508256045366286	-0.0010104287134713702	3.2812691793613133	0.02576493678444657	0.039243815750383895
LV 59	-0.014780339741963192	-0.006446181550639284	-0.0024018181507202896	0.008334158191323908	0.012378521591242902	-0.008334158191323908	0.004044363399918994	1.804497821170047e-4	1.1645856824432939	0.329387149692076	0.3652866480293023
LV 60	-0.031362850429114505	-9.341366905776874e-4	-0.04347479027237909	0.03042871373853682	-0.012111939843264585	-0.03042871373853682	-0.04254065358180141	-0.002816823768731943	2.826588086535943	0.044671361333316686	0.06307672909296648
61,DMAP_ERY5	-0.0033931475179618956	-0.015852909305055916	0.04114876571087243	-0.012459761787094022	0.04454191322883432	0.012459761787094022	0.057001675015928344	-9.96869878165849e-4	5.74537316373714	0.001411208879530859	0.0033322085265477456
LV 62	-0.013732797149008408	-0.0045861326236169946	-0.03413902770034488	0.009146664525391413	-0.020406230551336474	-0.009146664525391413	-0.029552895076727887	-0.0031525890946606733	1.4006513858033716	0.24975417785132376	0.28663648085960064
LV 63	0.009448191391330192	0.005948682669438385	-0.030859933597720598	-0.0034995087218918077	-0.04030812498905079	0.0034995087218918077	-0.036808616267158985	3.014724635694714e-4	4.132057452278947	0.00929026751293293	0.016058658555630125
LV 64	0.04643903363615855	0.037258962940726906	0.020857222433630307	-0.009180070695431638	-0.025581811202528237	0.009180070695431638	-0.0164017405070966	-5.0186108451668026e-5	5.2556771432477225	0.0024813451187235343	0.0054632888305646155
LV 65	0.0322653575998426	0.006234642005503025	-0.10184363324250903	-0.026030715594339577	-0.13410899084235162	0.026030715594339577	-0.10807827524801206	-0.0016557506672225716	39.365710275593365	4.29580680795216e-15	1.4133204398162607e-12
66,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	0.005647907899900793	-0.05783210304257218	-0.036758117912254626	-0.06348001094247298	-0.04240602581215542	0.06348001094247298	0.021073985130317552	8.679668639753966e-4	24.03687021528168	7.648686755146386e-11	2.4996626791109942e-9
LV 67	-0.01707918130137106	0.03024600356524467	0.0047409255060667805	0.04732518486661573	0.021820106807437838	-0.04732518486661573	-0.02550507805917789	0.0019176955569569112	6.868491351066235	3.972024579554648e-4	0.0011363444231943297
68,DMAP_ERY2	-0.0034371225424976075	0.004832967016504663	0.019150196329511246	0.008270089559002271	0.022587318872008853	-0.008270089559002271	0.014317229313006583	2.4216196205691058e-4	0.41154038892587674	0.7452047310651534	0.761404833914396
69,SVM Macrophages M1	0.007923973416551341	-0.033534414663973736	0.013099341544700709	-0.04145838808052508	0.0051753681281493675	0.04145838808052508	0.04663375620867445	2.5050390030710487e-4	7.325998470757353	2.3954491536752837e-4	7.553700685870624e-4
70,MIPS_PA700_20S_PA28_COMPLEX	0.014491079335477237	0.10908928275978959	0.03139177514326327	0.09459820342431235	0.016900695807786036	-0.09459820342431235	-0.07769750761652632	-2.449949219951645e-4	8.724141987054276	5.305907616588404e-5	2.1202149058999005e-4
LV 71	-0.02344988909978093	-0.009695000214285227	-0.010112090818811715	0.013754888885495704	0.013337798280969216	-0.013754888885495704	-4.170906045264872e-4	-0.001589310534339668	2.327237960385782	0.08189900403331711	0.10819511970656484
LV 72	0.0017382667906436968	-0.02022285823775183	-0.07649248567320538	-0.021961125028395527	-0.07823075246384907	0.021961125028395527	-0.056269627435453544	-2.982341108832413e-4	17.630571618227545	1.1818113237452023e-8	1.9440796275608577e-7
LV 73	0.037351852670827274	0.014996803399982314	0.002347088548426614	-0.022355049270844956	-0.03500476412240066	0.022355049270844956	-0.0126497148515557	5.686811732923812e-4	4.383997186924888	0.00688989054755039	0.012616552820839025
74,REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.06413256159884817	0.05623364641502075	-0.08999893142002348	-0.007898915183827411	-0.15413149301887163	0.007898915183827411	-0.14623257783504423	0.001558827477525942	26.119818862959157	1.7105367376435816e-11	8.14685978322984e-10
LV 75	0.008427029741486007	0.04026384561675733	0.06258424366695742	0.03183681587527132	0.05415721392547142	-0.03183681587527132	0.022320398050200092	7.342094107842607e-5	8.8309757478653	4.739682095615557e-5	1.941106318826786e-4
LV 76	-0.020440162956484702	0.004749765394580444	-0.011247169897142245	0.025189928351065146	0.009192993059342456	-0.025189928351065146	-0.015996935291722688	-4.536240921229439e-4	4.604631806647776	0.005310132977563129	0.010098460980452424
LV 77	0.009442631701339271	-0.011366058931255953	-0.01849373969400512	-0.020808690632595224	-0.02793637139534439	0.020808690632595224	-0.007127680762749167	-1.3910928049948638e-4	5.492331394849664	0.001887401755751275	0.004342343899595591
LV 78	-0.02218450279864846	-0.025068133256637676	-0.016869945552526	-0.0028836304579892133	0.00531455724612246	0.0028836304579892133	0.008198187704111674	4.4159631974890237e-4	1.9893233683564744	0.12334483988915677	0.15469041546454604
LV 79	-0.03130334458222679	-0.01101175866937293	0.002414702042570528	0.020291585912853856	0.03371804662479731	-0.020291585912853856	0.013426460711943458	0.0012927786291955863	5.93943123058634	0.0011305835613174345	0.002741734582359479
LV 80	-9.048385610689455e-4	-0.021832625837030453	-0.010625927066671528	-0.02092778727596151	-0.009721088505602583	0.02092778727596151	0.011206698770358927	2.3651405188875532e-4	2.692024161828644	0.05259428613723108	0.07280583508758355
81,PID_INTEGRIN1_PATHWAY	-0.029663237138707516	-0.15739890919623017	-0.09001790872093929	-0.12773567205752265	-0.060354671582231775	0.12773567205752265	0.06738100047529089	-0.001116107382746611	15.452654044132451	7.796656887189422e-8	8.364456899626042e-7
82,PID_RAC1_PATHWAY	-0.0242300017974232	-0.0097114574572793	0.015989074769146752	0.014518544340143902	0.04021907656656995	-0.014518544340143902	0.02570053222642605	-0.0018124446457679062	2.785998086804827	0.04692590517794576	0.06597702052796647
LV 83	-0.005114437540893925	-0.033547569968364936	-0.011632190955068027	-0.02843313242747101	-0.006517753414174102	0.02843313242747101	0.021915379013296907	-0.003766819727359735	1.6872820793450387	0.17748312981093517	0.21285036345491254
84,KEGG_SPLICEOSOME	0.014968391358937544	0.0015982818039427093	-0.00787749795027505	-0.013370109554994836	-0.022845889309212594	0.013370109554994836	-0.00947577975421776	0.003168482894988681	1.4375844812821839	0.23906772756878536	0.2753323770249605
LV 85	-0.023264068037753827	0.02018277674055646	-0.03448469036043022	0.04344684477831028	-0.011220622322676394	-0.04344684477831028	-0.054667467100986675	-0.001520766733332552	5.593799183634542	0.0016793172043420214	0.003891848489940288
LV 86	0.01687901383081049	0.003970143121116422	0.00127460684002172	-0.01290887070969407	-0.015604406990788772	0.01290887070969407	-0.0026955362810947023	-2.2153814539992107e-4	1.804392696026099	0.15418272298585256	0.1876428453600943
LV 87	0.0037546751109612834	-0.016701569194702073	0.018444145690058082	-0.020456244305663358	0.0146894705790968	0.020456244305663358	0.035145714884760156	0.0018836347996741207	2.832380334721072	0.04435863783477363	0.06275877020068539
LV 88	-0.030394971539368112	0.006053921485995454	0.02633283846638291	0.03644889302536357	0.05672781000575103	-0.03644889302536357	0.020278916980387456	1.1118506371968914e-4	12.077468624995394	1.7835322343339082e-6	1.1002164470547296e-5
LV 89	0.008172252036323033	-0.0024438542163427984	0.009828357105609167	-0.010616106252665831	0.0016561050692861347	0.010616106252665831	0.012272211321951967	8.581275049133863e-5	0.7162631095429813	0.5455280107319791	0.5728044112685781
LV 90	-0.03228232191535856	-0.03215976387898147	-0.07538831366057147	1.2255803637708845e-4	-0.043105991745212915	-1.2255803637708845e-4	-0.043228549781590006	-0.0010706084980477513	14.564214771189688	1.7325609589186569e-7	1.5833682096784392e-6
91,KEGG_LYSOSOME	0.012790931017312861	0.013310736685166663	0.014707676771808823	5.198056678538026e-4	0.0019167457544959614	-5.198056678538026e-4	0.0013969400866421589	-0.0022502284101397095	0.5930858111435061	0.6215719308583034	0.6437476345825242
92,REACTOME_CHROMOSOME_MAINTENANCE	-0.0011146659830769713	0.06431610642058437	0.042523066858476705	0.06543077240366134	0.04363773284155367	-0.06543077240366134	-0.021793039562107663	0.00243789555597769	8.718276427984444	5.3389350285005835e-5	2.1248100294879338e-4
LV 93	0.010099315015332419	0.0534430337150242	0.032753171968067665	0.04334371869969178	0.022653856952735252	-0.04334371869969178	-0.02068986174695653	-1.3525548964214384e-4	16.517854285363523	3.0610342290653483e-8	4.082757816334458e-7
LV 94	-0.019368617674691956	0.003983671448156267	-0.07294859833480313	0.023352289122848223	-0.05357998066011118	-0.023352289122848223	-0.0769322697829594	-0.00218595756317314	8.521461148961087	6.57855206137485e-5	2.487751296772788e-4
LV 95	-0.0034944405558104126	0.020095860568194363	0.023905260630819207	0.023590301124004773	0.02739970118662962	-0.023590301124004773	0.003809400062624844	-4.714692375244013e-5	2.6044008494676287	0.05849721272578738	0.08016064157032003
96,SVM NK cells activated	0.009439950717413412	0.00400561899163843	-0.01776193159214005	-0.0054343317257749815	-0.027201882309553463	0.0054343317257749815	-0.02176755058377848	-0.003720265405038581	2.0211682615806477	0.11868463566093078	0.14998941792232864
97,KEGG_ARACHIDONIC_ACID_METABOLISM	-0.029857745858007014	-0.0025695091610085548	-0.02267908468354502	0.02728823669699846	0.007178661174461995	-0.02728823669699846	-0.020109575522536467	-0.002422548868944648	4.485688435486464	0.006109593989898796	0.011313638401557432
LV 98	0.01797161498913967	-0.004223595314555753	-0.013577303199692182	-0.022195210303695423	-0.03154891818883185	0.022195210303695423	-0.009353707885136429	-9.355723329143718e-5	4.2834542719587105	0.007761326738768008	0.013802575659755
LV 99	0.029112730350650155	0.04795456769214546	0.055618371843782835	0.018841837341495308	0.026505641493132684	-0.018841837341495308	0.007663804151637376	-0.0014554807066257717	6.518894644787424	5.870199574028449e-4	0.001578715798246888
LV 100	0.012934415029767134	0.020112462100154598	0.013957614551083693	0.007178047070387466	0.0010231995213165587	-0.007178047070387466	-0.0061548475490709065	-1.4147019826127183e-4	0.967214639780641	0.41311319775076916	0.44659663327492793
101,DMAP_NKA3	0.005450754872001546	-0.02922499328597143	0.006139952852773606	-0.034675748157972974	6.891979807720598e-4	0.034675748157972974	0.03536494613874504	-6.273641227848635e-4	3.487760201102179	0.020087603805579113	0.03192667464751463
102,BIOCARTA_NFAT_PATHWAY	0.002300799165337715	0.03131296635076966	0.018036378277981928	0.029012167185431946	0.015735579112644213	-0.029012167185431946	-0.013276588072787733	0.0025292513885845982	2.9456809179019525	0.03866565284333298	0.055712407819517744
LV 103	0.005338061897049315	0.00879417314311683	0.05674910065421035	0.003456111246067515	0.051411038757161034	-0.003456111246067515	0.04795492751109352	3.0770682791314693e-4	7.0024121075408186	3.423297906788413e-4	0.0010116152796407676
LV 104	-0.012826661573551442	-0.025519647677334778	-0.03677363555222224	-0.012692986103783336	-0.023946973978670797	0.012692986103783336	-0.01125398787488746	5.39403534321172e-4	4.905201176112676	0.0037318833402950466	0.007501769565929147
LV 105	-0.022911725492424283	-0.020848034212497646	-0.0018084042800159492	0.0020636912799266386	0.021103321212408335	-0.0020636912799266386	0.0190396299324817	-2.863826056818572e-4	4.215462383514491	0.008413497386120468	0.014855316493919322
LV 106	-0.0029078581474509756	-0.0033223567615450083	-0.026208238067712372	-4.144986140940327e-4	-0.023300379920261398	4.144986140940327e-4	-0.022885881306167366	-3.2318465866901366e-4	0.9427186268360921	0.42471636379790656	0.4576365186337705
LV 107	0.02991972355588298	0.023125454502855632	0.01664879672428173	-0.00679426905302735	-0.013270926831601252	0.00679426905302735	-0.006476657778573903	0.0018278931661637528	5.143442017679509	0.002826719570096708	0.006065156990620545
LV 108	-0.005347261021554601	-0.006366414608424448	-0.03898516110366743	-0.0010191535868698466	-0.03363790008211283	0.0010191535868698466	-0.03261874649524298	-9.547451866694203e-4	5.405381937881304	0.0020866038175259903	0.004712764228599891
LV 109	-0.009162810268573237	0.003990639621079463	-0.002903977304818436	0.0131534498896527	0.0062588329637548006	-0.0131534498896527	-0.006894616925897899	2.758177868915394e-4	0.9955053035329609	0.4000565753657187	0.433431218316097
110,REACTOME_MEIOSIS	0.00998507349462387	-2.4662953565854004e-4	-0.0015430042060025177	-0.01023170303028241	-0.011528077700626388	0.01023170303028241	-0.0012963746703439777	7.472176262719391e-4	0.5433038148164615	0.6542442263897759	0.6747534497875745
LV 111	0.030601733333800563	-0.027191108189174383	0.023125244569189053	-0.057792841522974946	-0.007476488764611509	0.057792841522974946	0.050316352758363436	-0.0023670846434894932	11.027473641195426	4.996297504580427e-6	2.609177585725334e-5
LV 112	0.017491168687066565	0.0020099096747805264	-0.028892735940766568	-0.015481259012286041	-0.046383904627833136	0.015481259012286041	-0.030902645615547095	-5.491970661094413e-4	7.209346080248447	2.7235152587335235e-4	8.328291825149014e-4
LV 113	-0.020432054616429336	-0.04301058469538722	-0.026139530601512563	-0.02257853007895788	-0.005707475985083229	0.02257853007895788	0.016871054093874654	7.924476889759141e-4	6.362323655327137	7.000667926485602e-4	0.0018370509358671913
LV 114	0.023422860099212895	-0.008291393117461611	0.010723222866886857	-0.03171425321667451	-0.012699637232326038	0.03171425321667451	0.01901461598434847	8.980669592211433e-4	4.224025290965043	0.008328385087659627	0.014731390827096867
LV 115	0.011216678154709163	-0.016966370765055076	-0.025869734464906573	-0.02818304891976424	-0.03708641261961573	0.02818304891976424	-0.008903363699851497	-5.255600426799026e-4	6.880872412795441	3.9177159628230783e-4	0.0011277532738230445
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.03119265495424594	-0.025573495847222166	-0.02952183945505157	0.005619159107023774	0.0016708154991943685	-0.005619159107023774	-0.003948343607829405	-0.0047119805519500665	1.193323589130778	0.3185683992614803	0.35528475714246444
LV 117	-0.002606891217471761	0.03894909008087194	0.033012082945700974	0.041555981298343696	0.03561897416317273	-0.041555981298343696	-0.005937007135170966	0.0020601213147201005	9.210032986230836	3.184133927067192e-5	1.3783948184277714e-4
