LV	Group.3...Group.4	Group.3...SHH	Group.4...SHH	AveExpr	F	P.Value	adj.P.Val
66,REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS	8.47180394196935e-4	-0.051234627663042175	-0.05208180805723911	1.208600105960157e-18	73.83778248264042	1.2437468068172054e-26	1.7289832370825097e-25
LV 67	-0.03465364994990509	0.003040529904717034	0.03769417985462212	7.138995778548413e-18	47.17365959520908	1.8605153450421992e-18	1.1265819911390495e-17
68,DMAP_ERY2	0.021611267866066975	0.021679887908681833	6.862004261485623e-5	-1.912760885353374e-18	4.260134947331567	0.015017027841380027	0.018231004279756564
69,SVM Macrophages M1	0.006191124254254554	-0.03616576625239011	-0.042356890506644665	5.278352681837324e-18	46.728289290983454	2.6039733269349264e-18	1.5029951308098084e-17
70,MIPS_PA700_20S_PA28_COMPLEX	0.024386040926328637	0.0522562486039477	0.027870207677619066	2.8950100114437503e-18	8.601220910626356	2.3520329824045026e-4	3.3595608590929725e-4
LV 71	-0.019380658260824316	2.1969447596165148e-5	0.01940262770842048	-6.216472877398466e-18	8.079443404733551	3.852017247283732e-4	5.431344318670062e-4
LV 72	-0.009560036273969525	-0.02425783051561512	-0.014697794241645594	-2.344159223458133e-18	4.600605437707654	0.01079235602658865	0.013331733915197744
LV 73	0.024019609244334883	0.003956311282096043	-0.020063297962238838	1.0342908303696805e-17	14.606706772279704	9.053038077816056e-7	1.624608833237172e-6
74,REACTOME_UNFOLDED_PROTEIN_RESPONSE	0.09398434765883348	0.04508149287899716	-0.048902854779836316	-7.329967529631825e-18	49.03298937301087	4.610422469049005e-19	3.0723778681829723e-18
LV 75	-0.016083939182865	0.03157872614550401	0.04766266532836901	-6.643686575539246e-18	53.26169729306471	2.0283308139328896e-20	1.5519089250788853e-19
LV 76	-0.013016011199660843	0.007931954869422157	0.020947966069083	1.195741848616294e-17	15.287909504508471	4.882856688573715e-7	8.974636036540514e-7
LV 77	-0.006372632131939422	-1.1602362959120278e-4	0.006256608502348219	-6.842647184735708e-18	2.7069617160830313	0.0684309793251007	0.07781264584547741
LV 78	-0.03425118363118661	-0.02752270636495642	0.006728477266230191	-7.227253639606881e-18	16.531277325706682	1.593012658268336e-7	3.10119032290108e-7
LV 79	0.011643318389569089	0.026675909503094328	0.01503259111352524	5.649263951371839e-19	12.011924132106644	9.74349986292175e-6	1.594831569602615e-5
LV 80	-0.0184998688911413	-0.017717103399998956	7.827654911423403e-4	4.937637393861068e-18	9.917123842768644	6.828902904284465e-5	1.0307469838685618e-4
81,PID_INTEGRIN1_PATHWAY	-0.03335459387969551	-0.15167311669578232	-0.11831852281608682	4.304853257489813e-18	68.16920091046894	5.569042315303816e-25	6.785981191610947e-24
82,PID_RAC1_PATHWAY	0.008775788602425883	0.002767653302795361	-0.006008135299630523	-9.127841026883226e-18	2.1130989049218503	0.12272563185105312	0.13594859555217667
LV 83	-0.013751040520155758	-0.03557052653632496	-0.0218194860161692	-1.0593225857905739e-17	9.79834108293531	7.632108041478145e-5	1.139620368674573e-4
84,KEGG_SPLICEOSOME	-0.004105889399115187	-0.006084609708796274	-0.001978720309681087	-1.820318384330926e-18	0.4202348099588696	0.6572931304455342	0.6701945451960147
LV 85	-0.01593485301331162	0.044787878806413106	0.06072273181972473	-5.307264739770271e-18	110.80223733073092	1.8958418895063338e-36	9.355979724713758e-35
LV 86	-0.007845206378747797	-0.0035680280777760824	0.004277178300971715	5.6675241984873846e-18	1.690599060396877	0.18622678420507469	0.20220664027547713
LV 87	0.0011406852712211903	-0.017261243067448247	-0.018401928338669438	7.628218232519064e-18	12.319735448060882	7.335182664706272e-6	1.2173620428431507e-5
LV 88	-0.03201579968510458	0.013690400566412714	0.045706200251517295	1.1683514779429759e-17	79.77680235292131	2.5719493703617874e-28	4.4535333834159364e-27
LV 89	0.002224207790837436	-0.008507918994431086	-0.010732126785268522	-5.614265144400377e-18	3.3355471582825658	0.036970018057399065	0.04308076484374601
LV 90	-0.026316784241944117	-0.026866294431863502	-5.495101899193862e-4	-4.285261534022093e-18	16.506643038755424	1.628623240816556e-7	3.1580572469271923e-7
91,KEGG_LYSOSOME	0.002511687144375524	-0.00915483009344206	-0.011666517237817583	1.0114274792937582e-17	1.8336413183678868	0.16168427528196366	0.17613949194624517
92,REACTOME_CHROMOSOME_MAINTENANCE	-0.02139556432938448	0.06166789989639713	0.0830634642257816	2.510783978387484e-18	82.75723160617385	3.816471410974036e-29	6.975661634502544e-28
LV 93	-0.003158269797744394	0.019355345968776597	0.022513615766520993	1.0533119211150402e-17	14.627268117363299	8.885556873906465e-7	1.597458039079359e-6
LV 94	0.014682414514412503	0.031325214921019716	0.016642800406607212	1.4052781842671767e-18	8.664296447277838	2.2161221527761905e-4	3.1746191070973874e-4
LV 95	-0.00998412571116966	0.03802619847363254	0.048010324184802194	3.899323602798744e-18	51.5942523509914	6.895612674881025e-20	4.967861102268301e-19
96,SVM NK cells activated	0.014026609885927264	-0.004564270728470049	-0.018590880614397315	-1.289820163442843e-17	6.299234141478424	0.0020999267207291086	0.002767193155353311
97,KEGG_ARACHIDONIC_ACID_METABOLISM	-0.025180785882639112	0.0069645622269422815	0.0321453481095814	4.190726713017655e-18	19.120160415649508	1.58957459672162e-8	3.533581367036574e-8
LV 98	0.01719723967529862	0.013480530407865223	-0.003716709267433396	8.017389749169125e-18	10.953278685552274	2.5980580719684995e-5	4.0510005008418786e-5
LV 99	0.024739210957702665	0.03685879841204996	0.012119587454347299	-1.1164999845711252e-17	18.259115952715923	3.407360361802758e-8	7.217478593544836e-8
LV 100	0.01811244865250851	0.022106711791648505	0.003994263139139998	-1.1593354809296754e-18	10.002800555756682	6.302899113423625e-5	9.556008333255174e-5
101,DMAP_NKA3	0.03875924645275579	0.005472328345657949	-0.03328691810709784	-1.3729423300000652e-18	25.534686620382704	6.136025405530402e-11	1.7059879085235228e-10
102,BIOCARTA_NFAT_PATHWAY	0.01710108598530166	0.0494636942912815	0.03236260830597984	-6.510348729414274e-18	41.37945012720248	1.5709713858947092e-16	7.675983949891476e-16
LV 103	-0.001720911993079405	0.007232906141632869	0.008953818134712275	1.2457292750950993e-17	1.6726119256921579	0.18956756592912724	0.20538220370148033
LV 104	-0.025260360306284126	-0.022716111934428067	0.002544248371856058	-6.377771726919117e-18	23.785875905693594	2.733461435328836e-10	7.118539410737628e-10
LV 105	-0.003443674188641991	-0.016061161047499894	-0.012617486858857904	3.786338323771307e-18	5.530649660247427	0.004394163961572362	0.005603323551872312
LV 106	0.006477358592723722	0.025605887339525533	0.01912852874680181	1.2493052401552269e-18	7.23578735415466	8.583262968881218e-4	0.001165293060562003
LV 107	0.001572888140785194	-0.0026448348510438023	-0.004217722991828997	5.3943813353840186e-18	0.5654216701827379	0.5687474487068607	0.5847434707017412
LV 108	-0.003211947568528802	-0.022104902391776465	-0.018892954823247664	-1.6616824875146257e-18	9.834990830705724	7.374623254976344e-5	1.1061934882464517e-4
LV 109	0.002798284769300654	0.025071886467087853	0.0222736016977872	-1.0708113246007711e-17	16.553954649625553	1.56092438270616e-7	3.0507571598633265e-7
110,REACTOME_MEIOSIS	-0.012717749213675337	-0.017310538944504645	-0.004592789730829309	-7.186168083596905e-19	3.0620162129366664	0.048313780443450326	0.05557774044019286
LV 111	0.025097453462080296	-0.030805721851680474	-0.05590317531376077	-5.710702074479351e-18	42.94017201707095	4.692392323428319e-17	2.387315063517397e-16
LV 112	-0.0011046573185665965	-0.015480719944636784	-0.014376062626070187	1.084126088122523e-17	8.66589519256279	2.212782015898638e-4	3.1744416419941216e-4
LV 113	-0.021872735841962546	-0.05386368446771544	-0.03199094862575289	1.8478989659116976e-18	47.8406074372817	1.1262230858312666e-18	7.035330289338356e-18
LV 114	-0.007697334407269387	-0.02578349028472797	-0.01808615587745858	1.4694838760781383e-17	11.643684655442703	1.3694443635310192e-5	2.212179356473185e-5
LV 115	0.037951425142122075	0.005721140741635416	-0.03223028440048666	5.440031953172881e-19	46.86107761665439	2.3554274683757267e-18	1.3838136376707395e-17
116,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	-0.024361276515243842	-0.034882958235608025	-0.010521681720364183	3.465262311989635e-18	3.623497072699114	0.027908326603820904	0.03279228375948956
LV 117	-0.006723093221645178	0.03899015589789116	0.045713249119536344	-3.842640752377572e-18	46.3767089379126	3.397296543645083e-18	1.9382264095824837e-17
LV 118	-0.017694136123187335	0.02337866931245739	0.041072805435644726	-8.869915036376148e-18	41.594204679775835	1.3295321985363633e-16	6.59421246208739e-16
LV 119	0.022435597739400393	0.022038122327883714	-3.974754115166801e-4	-7.80929901641489e-18	8.858628604463302	1.8450962986802432e-4	2.682047197050663e-4
LV 120	0.004283850115052147	0.03183563973045905	0.02755178961540691	5.3065038961404566e-18	17.265488791831313	8.255182574090735e-8	1.6696445083253188e-7
LV 121	-0.005404092167098144	-0.007382513180796373	-0.0019784210136982294	-1.3849636593511324e-17	1.2374418797783797	0.29165731612087054	0.31020018427941726
LV 122	0.0142372558632555	0.0037146034081808393	-0.010522652455074662	-4.075078481285868e-18	4.032722342846686	0.018732434992614688	0.02243800162343531
123,SVM Dendritic cells activated	0.015498382856641258	0.00882052065201742	-0.006677862204623838	-2.6309972718981573e-18	6.191480534461963	0.00232842882481644	0.0030520043161936603
124,REACTOME_NFKB_AND_MAP_KINASES_ACTIVATION_MEDIATED_BY_TLR4_SIGNALING_REPERTOIRE	-0.008579329224086354	-0.010445521843477093	-0.0018661926193907408	2.3266027567001658e-17	1.663990615182898	0.19119014618041397	0.20691302004393483
LV 125	-0.010603681961044324	-0.04576681774280122	-0.035163135781756893	6.571406430706878e-18	46.44698116411291	3.2213022755242263e-18	1.8485031081060532e-17
LV 126	0.0019073156814659177	-0.024500171670515904	-0.026407487351981822	-7.988858113051086e-18	18.89092039487368	1.9465730249989102e-8	4.288543695700724e-8
LV 127	0.011382898643604637	-9.586597368435963e-4	-0.012341558380448234	-2.6492575190137027e-18	5.983073457111721	0.0028439098109215807	0.0037030857300522427
LV 128	-0.010886070924402786	-0.008373904340209792	0.0025121665841929945	6.594279292328173e-18	3.392809439219895	0.03495799660717199	0.04078432937503399
LV 129	0.0019766940527342052	-0.013514954800454318	-0.015491648853188524	6.067157315047392e-18	6.970333156136913	0.0011054485322814162	0.0014864818819642477
LV 130	0.011654153922046075	0.020830215048731004	0.009176061126684927	-6.4561386207899985e-18	11.314540440683862	1.8576945202496743e-5	2.938372582510302e-5
LV 131	-0.005437021283348756	-0.002671851017729575	0.002765170265619181	3.2526065174565133e-18	0.4945893994452535	0.6103362385628759	0.6248982027609528
LV 132	-0.020626795546627823	-0.023620157820366024	-0.0029933622737382004	2.864576266251175e-18	12.319214106461285	7.338707350472894e-6	1.2173620428431507e-5
LV 133	0.1644705556523573	0.2630042146811286	0.09853365902877134	-1.4326685549404946e-18	176.6848132219702	7.378753333238491e-51	1.456565907981278e-48
LV 134	-0.03094968586649488	-0.043196769188536835	-0.012247083322041956	1.504282961596774e-17	43.11585400170466	4.0982371858388667e-17	2.117780158336629e-16
LV 135	-0.1081192620578639	-0.0604866593516656	0.047632602706198304	4.1861616512387684e-18	17.950996062308676	4.4806314440242276e-8	9.369456006889645e-8
136,PID_INTEGRIN1_PATHWAY	0.022643124823176573	-0.07215401247594187	-0.09479713729911844	1.8047210899197307e-18	33.77458323003095	6.575310140978656e-14	2.505726296967542e-13
LV 137	-0.0042250291405900075	-0.043794352217958465	-0.039569323077368455	1.4573959729094623e-18	33.07308275564766	1.162420515673184e-13	4.297037636589635e-13
LV 138	-0.005608296342566506	0.022998682131928988	0.028606978474495493	6.990631270734607e-18	25.65891000972289	5.5214497629985343e-11	1.5570488331655866e-10
LV 139	-0.0234544988046773	-0.03337821070652057	-0.009923711901843272	5.941808327035472e-18	17.158625156603936	9.082369263808256e-8	1.8220118828005585e-7
140,REACTOME_INTERFERON_GAMMA_SIGNALING	-0.004153277004286014	-0.04639297983853345	-0.04223970283424744	3.1403820820588908e-18	34.620129401776296	3.318555051343266e-14	1.3101655342703213e-13
LV 141	-0.010785082856246103	0.023555238093882176	0.03434032095012828	1.7377668504960647e-17	47.860926399505956	1.1091608327530758e-18	6.97287733711647e-18
LV 142	0.004771766696735682	-0.05359473218883566	-0.05836649888557134	-7.41061695439215e-19	36.4129173770112	7.868758330663864e-15	3.290874776425947e-14
LV 143	-6.055586558241836e-4	-0.022034485980162492	-0.02142892732433831	-1.627748861624904e-17	12.191484301774592	8.255754404277332e-6	1.3580715995036211e-5
LV 144	0.0011035259285920034	0.018069859243673082	0.01696633331508108	2.6945277149876588e-18	7.71883544000461	5.422309557672805e-4	7.485062284507775e-4
LV 145	-0.0010871794655989012	-0.02140654605913811	-0.02031936659353921	-3.6619403902966545e-18	10.255278532293278	4.9781761685020235e-5	7.594219286416534e-5
LV 146	0.011006892566192094	-0.029642719288751285	-0.04064961185494338	2.3907228536027735e-17	33.457223622804	8.506301411977012e-14	3.1681960353287964e-13
LV 147	0.02235558765967586	-0.028850034538737437	-0.0512056221984133	3.959430249554081e-18	97.684947567046	3.8773793042124843e-33	1.1959291791430381e-31
LV 148	0.0072972148594143095	0.014356420676411626	0.007059205816997316	-4.190726713017655e-18	4.732744101990183	0.009495629486171367	0.011774103395541632
LV 149	0.01788090417150697	-0.008374368498274559	-0.02625527266978153	-1.6475688381815688e-17	20.87475861274574	3.4030020702581224e-9	8.152337483846522e-9
LV 150	-0.0022917748662437763	-0.004174657367103634	-0.0018828825008598575	1.3394842313789774e-17	0.23401537840162262	0.7914993876035551	0.797967206909815
LV 151	-0.015056091653129686	-0.06209650369932669	-0.047040412046197	-1.867490689379418e-18	45.9959851311093	4.533611729655401e-18	2.5280648458586897e-17
LV 152	-0.005213518899229057	-0.019794889878994304	-0.014581370979765244	-1.5513601611915394e-17	7.052060565131126	0.0010225547174054562	0.001382550008327651
LV 153	0.013461055088295173	0.022334059055509656	0.008873003967214483	1.999306848244761e-18	6.590003928450475	0.0015896945174062643	0.002108909258978472
LV 154	-0.035764418042846545	0.03531374713287402	0.07107816517572056	5.2178656132670805e-18	98.16402232268257	2.9140700419068246e-33	9.278023004393664e-32
LV 155	0.05759502287877643	0.05183999377353503	-0.005755029105241401	-3.3743414982268155e-18	60.781447341055156	9.222794031254383e-23	8.507381036306613e-22
LV 156	-0.014970811352074027	-0.0551546767671783	-0.04018386541510427	-7.681096864791165e-18	45.26803666739686	7.88385677833633e-18	4.29909759128064e-17
LV 157	0.007675626327026935	0.02726049830878447	0.01958487198175754	-3.8782101920713945e-18	20.166312425771547	6.328369330001729e-9	1.4731369171489873e-8
LV 158	-0.0011998917663432881	0.016536956435081334	0.017736848201424623	5.853550465977002e-18	6.127130073715322	0.0024766689285588344	0.00324200561337874
LV 159	0.03320385410844181	0.0136024176433901	-0.019601436465051705	1.97705217207269e-18	16.78454466576167	1.269379284289327e-7	2.505754707187131e-7
LV 160	2.32865737281806e-5	-0.006277159367815014	-0.006300445941543194	-9.0418656967142e-18	0.9935003012280159	0.371538798737401	0.390115738674271
161,REACTOME_TRNA_AMINOACYLATION	0.09147091944791232	-0.058827543429413535	-0.15029846287732584	-4.702013632252925e-19	131.9951603847339	1.8721827393451084e-41	1.3198888312383013e-39
LV 162	0.009877159949971912	0.022885007282395634	0.013007847332423723	-6.295220193084255e-18	5.69597348603403	0.0037476648350189285	0.0048226143313737715
LV 163	0.0058223167298340995	-0.05551731424362974	-0.06133963097346384	1.0107427200269252e-17	29.741499840927332	1.7949222116646765e-12	5.846825818194837e-12
LV 164	-0.004003139019363028	0.013477658713948652	0.01748079773331168	8.87904515993392e-18	7.4283701667032895	7.14581874176099e-4	9.768591548640023e-4
LV 165	0.02100657953231238	-0.01819079293397694	-0.03919737246628932	-6.474018446090637e-18	40.57460620405604	2.9411105343484737e-16	1.4091631540786134e-15
166,REACTOME_TRANSPORT_OF_INORGANIC_CATIONS_ANIONS_AND_AMINO_ACIDS_OLIGOPEPTIDES	-0.005114135968742037	0.030660363593171786	0.03577449956191382	-1.4227775877529077e-19	24.29440300965988	1.7674699648514888e-10	4.71484555488762e-10
LV 167	-1.3596582588149182e-4	0.005640203692013961	0.0057761695178954525	2.30383451107797e-18	0.8503835352244973	0.4283168137452899	0.44593744215886194
LV 168	0.04662447136620747	-0.0036231681858259965	-0.05024763955203346	1.1661069892350235e-17	72.26179994000744	3.54337323001675e-26	4.601722865824384e-25
LV 169	0.01349949829630938	-0.005463596864738417	-0.0189630951610478	-1.3495463883832727e-18	11.838657210556267	1.1434823818779901e-5	1.8624044734547463e-5
LV 170	0.019627729165810508	0.0058887108632518816	-0.013739018302558626	4.214503076449355e-18	12.131935557372035	8.72191023669342e-6	1.4299876085741538e-5
171,KEGG_FATTY_ACID_METABOLISM	-0.009813177173760585	-0.007273652757910494	0.0025395244158500914	-2.084711545691426e-19	2.1466689834663777	0.1187319658048456	0.13167241601054225
